"Accepted Symbol","Synonym Symbol","Scientific Name"
"CAAL6","","Carex albonigra"
"CAAL11","","Carex albursina"
"CAAL12","","Carex alligata"
"CAAL7","","Carex alma"
"CAAL8","","Carex alopecoidea"
"CAAM8","","Carex amphibola"
"CAAM9","","Carex amplectens"
"CAAM10","","Carex amplifolia"
"CAAN15","","Carex angustata"
"CAAN28","","Carex angustisquama"
"CAAN6","","Carex annectens"
"CAAN10","","Carex anthoxanthea"
"CAAP3","","Carex aperta"
"CAAP5","","Carex appalachica"
"CAAQ","","Carex aquatilis"
"CAAQA","","Carex aquatilis var. aquatilis"
"CAAQD","","Carex aquatilis var. dives"
"CAAQS","","Carex aquatilis var. stans"
"CAAR13","","Carex arapahoensis"
"CAAR2","","Carex arcta"
"CAAR3","","Carex arctata"
"CAAR14","","Carex arctiformis"
"CAAR16","","Carex arenaria"
"CAAR4","","Carex argyrantha"
"CAAR5","","Carex arkansana"
"CAAS2","","Carex assiniboinensis"
"CAAT2","","Carex atherodes"
"CAAT3","","Carex athrostachya"
"CAAT4","","Carex atlantica"
"CAATA2","","Carex atlantica ssp. atlantica"
"CAATC","","Carex atlantica ssp. capillacea"
"CAAT5","","Carex atrata"
"CAAT6","","Carex atratiformis"
"CAAT7","","Carex atrofusca"
"CAATA3","","Carex atrofusca var. atrofusca"
"CAATM","","Carex atrofusca var. major"
"CAAT8","","Carex atrosquama"
"CAAU3","","Carex aurea"
"CAAU4","","Carex aureolensis"
"CAAU6","","Carex austrina"
"CAAU23","","Carex austroalpina"
"CAAU7","","Carex austrocaroliniana"
"CAAU24","","Carex austrodeflexa"
"CABA23","","Carex baccans"
"CABA3","","Carex backii"
"CABA7","","Carex baileyi"
"CABA8","","Carex baltzellii"
"CABA4","","Carex barbarae"
"CABA9","","Carex barrattii"
"CABA24","","Carex basiantha"
"CABE2","","Carex bebbii"
"CABE3","","Carex bella"
"CABI3","","Carex bicknellii"
"CABI4","","Carex bicolor"
"CABI5","","Carex bigelowii"
"CABI22","","Carex billingsii"
"CABI9","","Carex biltmoreana"
"CABL","","Carex blanda"
"CABO2","","Carex bolanderi"
"CABO3","","Carex bonanzensis"
"CABO22","","Carex bonplandii"
"CABR7","","Carex brainerdii"
"CABR8","","Carex brevicaulis"
"CABR5","","Carex breviculmis"
"CABR10","","Carex brevior"
"CABR12","","Carex breweri"
"CABR14","","Carex bromoides"
"CABRB6","","Carex bromoides ssp. bromoides"
"CABRM2","","Carex bromoides ssp. montana"
"CABR19","","Carex brunnea"
"CABR15","","Carex brunnescens"
"CABRB3","","Carex brunnescens ssp. brunnescens"
"CABRP2","","Carex brunnescens ssp. pacifica"
"CABRS","","Carex brunnescens ssp. sphaerostachya"
"CABR44","","Carex brysonii"
"CABU4","","Carex bulbostylis"
"CABU7","","Carex bullata"
"CABU5","","Carex bushii"
"CABU6","","Carex buxbaumii"
"CACA24","","Carex calcifugens"
"CACA9","","Carex californica"
"CACA91","","Carex canariensis"
"CACA11","","Carex canescens"
"CACAC6","","Carex canescens ssp. canescens"
"CACAD2","","Carex canescens ssp. disjuncta"
"CACA12","","Carex capillaris"
"CACA13","","Carex capitata"
"CACAA2","","Carex capitata ssp. arctogena"
"CACAC7","","Carex capitata ssp. capitata"
"CACA14","","Carex careyana"
"CACA15","","Carex caroliniana"
"CACA23","","Carex caryophyllea"
"CACA16","","Carex castanea"
"CACE2","","Carex cephaloidea"
"CACE","","Carex cephalophora"
"CACH9","","Carex chapmanii"
"CACH3","","Carex cherokeensis"
"CACH4","","Carex chihuahuensis"
"CACH5","","Carex chordorrhiza"
"CACI5","","Carex circinata"
"CACO21","","Carex collinsii"
"CACO7","","Carex communis"
"CACOA2","","Carex communis var. amplisquama"
"CACOC4","","Carex communis var. communis"
"CACO8","","Carex comosa"
"CACO9","","Carex complanata"
"CACO10","","Carex concinna"
"CACO11","","Carex concinnoides"
"CACO12","","Carex congdonii"
"CACO13","","Carex conjuncta"
"CACO14","","Carex conoidea"
"CACO80","","Carex constanceana"
"CACO81","","Carex cordillerana"
"CACO22","","Carex corrugata"
"CACR3","","Carex crawei"
"CACR4","","Carex crawfordii"
"CACR5","","Carex crebriflora"
"CACR6","","Carex crinita"
"CACRB","","Carex crinita var. brevicrinis"
"CACRC2","","Carex crinita var. crinita"
"CACRP","","Carex crinita var. porteri"
"CACR7","","Carex cristatella"
"CACR8","","Carex crus-corvi"
"CACR9","","Carex cryptolepis"
"CACU26","","Carex cumberlandensis"
"CACU3","","Carex cumulata"
"CACU4","","Carex curatorum"
"CACU5","","Carex cusickii"
"CACY2","","Carex cyrtostachya"
"CADA3","","Carex dasycarpa"
"CADA","","Carex davisii"
"CADA2","","Carex davyi"
"CADE5","","Carex debilis"
"CADED","","Carex debilis var. debilis"
"CADEI","","Carex debilis var. intercursa"
"CADEI2","","Carex debilis var. interjecta"
"CADEP","","Carex debilis var. pubera"
"CADER","","Carex debilis var. rudgei"
"CADES","","Carex debilis var. strictior"
"CADE6","","Carex decomposita"
"CADE7","","Carex deflexa"
"CADE8","","Carex densa"
"CADE31","","Carex depauperata"
"CADE9","","Carex deweyana"
"CADEC","","Carex deweyana var. collectanea"
"CADED4","","Carex deweyana var. deweyana"
"CADI4","","Carex diandra"
"CADI5","","Carex digitalis"
"CADID2","","Carex digitalis var. digitalis"
"CADIF","","Carex digitalis var. floridana"
"CADIM","","Carex digitalis var. macropoda"
"CADI44","","Carex diluta"
"CADI38","","Carex dioica"
"CADI6","","Carex disperma"
"CADI27","","Carex distans"
"CADI17","","Carex distenta"
"CADI18","","Carex disticha"
"CADI8","","Carex divisa"
"CADI19","","Carex divulsa"
"CADID3","","Carex divulsa ssp. divulsa"
"CADIL2","","Carex divulsa ssp. leersii"
"CADO2","","Carex douglasii"
"CADU2","","Carex dudleyi"
"CADU6","","Carex duriuscula"
"CAEB","","Carex ebenea"
"CAEB2","","Carex eburnea"
"CAEC","","Carex echinata"
"CAECE","","Carex echinata ssp. echinata"
"CAECP","","Carex echinata ssp. phyllomanica"
"CAED5","","Carex edwardsiana"
"CAEG","","Carex egglestonii"
"CAEL4","","Carex eleusinoides"
"CAEL9","","Carex elliottii"
"CAEL3","","Carex elynoides"
"CAEM2","","Carex emoryi"
"CAEN3","","Carex engelmannii"
"CAEX7","","Carex exilis"
"CAEX4","","Carex exserta"
"CAEX5","","Carex exsiccata"
"CAEX8","","Carex extensa"
"CAFE3","","Carex festucacea"
"CAFE4","","Carex feta"
"CAFI","","Carex filifolia"
"CAFI5","","Carex fissa"
"CAFIA","","Carex fissa var. aristata"
"CAFIF","","Carex fissa var. fissa"
"CAFI2","","Carex fissuricola"
"CAFL8","","Carex flacca"
"CAFL3","","Carex flaccosperma"
"CAFL4","","Carex flava"
"CAFL5","","Carex floridana"
"CAFO6","","Carex folliculata"
"CAFO4","","Carex formosa"
"CAFR2","","Carex fracta"
"CAFR3","","Carex frankii"
"CAFU15","","Carex fuirenoides"
"CAGA3","","Carex garberi"
"CAGE","","Carex geophila"
"CAGE2","","Carex geyeri"
"CAGH","","Carex gholsonii"
"CAGI4","","Carex gigantea"
"CAGL3","","Carex glacialis"
"CAGL4","","Carex glareosa"
"CAGLG","","Carex glareosa ssp. glareosa"
"CAGLA","","Carex glareosa ssp. glareosa var. amphigena"
"CAGLG3","","Carex glareosa ssp. glareosa var. glareosa"
"CAGLP","","Carex glareosa ssp. pribylovensis"
"CAGL5","","Carex glaucescens"
"CAGL6","","Carex glaucodea"
"CAGL7","","Carex globosa"
"CAGM","","Carex gmelinii"
"CAGO3","","Carex godfreyi"
"CAGR8","","Carex gracilescens"
"CAGR9","","Carex gracilior"
"CAGR2","","Carex gracillima"
"CAGR3","","Carex granularis"
"CAGR4","","Carex gravida"
"CAGRG2","","Carex gravida var. gravida"
"CAGRL","","Carex gravida var. lunelliana"
"CAGR5","","Carex grayi"
"CAGR6","","Carex grayi × intumescens"
"CAGR24","","Carex grisea"
"CAGY4","","Carex gynandra"
"CAGY2","","Carex gynocrates"
"CAGY3","","Carex gynodynama"
"CAGY","","Carex gynodynama × mendocinensis"
"CAHA2","","Carex halliana"
"CAHA3","","Carex hallii"
"CAHA4","","Carex harfordii"
"CAHA5","","Carex hassei"
"CAHA6","","Carex haydeniana"
"CAHA7","","Carex haydenii"
"CAHE4","","Carex heleonastes"
"CAHEH2","","Carex heleonastes ssp. heleonastes"
"CAHEN","","Carex heleonastes ssp. neurochlaena"
"CAHE6","","Carex helleri"
"CAHE7","","Carex hendersonii"
"CAHE8","","Carex heteroneura"
"CAHEB","","Carex heteroneura var. brevisquama"
"CAHEC","","Carex heteroneura var. chalciolepis"
"CAHEE","","Carex heteroneura var. epapillosa"
"CAHEH3","","Carex heteroneura var. heteroneura"
"CAHE27","","Carex heterostachya"
"CAHI6","","Carex hirsutella"
"CAHI10","","Carex hirta"
"CAHI5","","Carex hirtifolia"
"CAHI7","","Carex hirtissima"
"CAHI8","","Carex hitchcockiana"
"CAHO4","","Carex holostoma"
"CAHO5","","Carex hoodii"
"CAHO7","","Carex hookeriana"
"CAHO24","","Carex hordeistichos"
"CAHO8","","Carex hormathodes"
"CAHO13","","Carex hostiana"
"CAHO9","","Carex houghtoniana"
"CAHO27","","Carex houstonii"
"CAHY2","","Carex hyalina"
"CAHY3","","Carex hyalinolepis"
"CAHY4","","Carex hystericina"
"CAID","","Carex idahoa"
"CAIL","","Carex illota"
"CAIM2","","Carex impressinervia"
"CAIN8","","Carex incurviformis"
"CAIND","","Carex incurviformis var. danaensis"
"CAINI2","","Carex incurviformis var. incurviformis"
"CAIN26","","Carex indica"
"CAIN7","","Carex infirminervia"
"CAIN9","","Carex inops"
"CAINH2","","Carex inops ssp. heliophila"
"CAINI3","","Carex inops ssp. inops"
"CAIN10","","Carex integra"
"CAIN11","","Carex interior"
"CAIN17","","Carex interrupta"
"CAIN12","","Carex intumescens"
"CAIN49","","Carex inversa"
"CAJA2","","Carex jamesii"
"CAJO","","Carex jonesii"
"CAJO2","","Carex joorii"
"CAJU2","","Carex juniperorum"
"CAKA2","","Carex kauaiensis"
"CAKL","","Carex klamathensis"
"CAKO2","","Carex kobomugi"
"CAKR5","","Carex kraliana"
"CAKR2","","Carex krausei"
"CALA10","","Carex lachenalii"
"CALA16","","Carex lacustris"
"CALA12","","Carex laeviconica"
"CALA13","","Carex laeviculmis"
"CALA14","","Carex laevivaginata"
"CALA15","","Carex lapponica"
"CALA11","","Carex lasiocarpa"
"CALAA","","Carex lasiocarpa var. americana"
"CALA31","","Carex latebracteata"
"CALA76","","Carex lativena"
"CALA17","","Carex laxa"
"CALA18","","Carex laxiculmis"
"CALAC","","Carex laxiculmis var. copulata"
"CALAL4","","Carex laxiculmis var. laxiculmis"
"CALA19","","Carex laxiflora"
"CALAL5","","Carex laxiflora var. laxiflora"
"CALAS","","Carex laxiflora var. serrulata"
"CALE6","","Carex leavenworthii"
"CALE7","","Carex lemmonii"
"CALE8","","Carex lenticularis"
"CALED","","Carex lenticularis var. dolia"
"CALEI","","Carex lenticularis var. impressa"
"CALEL","","Carex lenticularis var. lenticularis"
"CALEL2","","Carex lenticularis var. limnophila"
"CALEL3","","Carex lenticularis var. lipocarpa"
"CALE9","","Carex leporinella"
"CALE10","","Carex leptalea"
"CALEH","","Carex leptalea ssp. harperi"
"CALEL4","","Carex leptalea ssp. leptalea"
"CALEP2","","Carex leptalea ssp. pacifica"
"CALE11","","Carex leptonervia"
"CALE24","","Carex leptopoda"
"CALE12","","Carex leucodonta"
"CALI7","","Carex limosa"
"CALI28","","Carex liparocarpos"
"CALIB3","","Carex liparocarpos ssp. bordzilowskii"
"CALI","","Carex livida"
"CALIR","","Carex livida var. radicaulis"
"CALO4","","Carex loliacea"
"CALO9","","Carex lonchocarpa"
"CALO5","","Carex longii"
"CALO6","","Carex louisianica"
"CALU17","","Carex lucorum"
"CALUA2","","Carex lucorum var. austrolucorum"
"CALUL","","Carex lucorum var. lucorum"
"CALU2","","Carex lugens"
"CALU3","","Carex lupuliformis"
"CALU4","","Carex lupulina"
"CALU5","","Carex lurida"
"CALU26","","Carex lutea"
"CALU6","","Carex luzulifolia"
"CALU7","","Carex luzulina"
"CALUA","","Carex luzulina var. ablata"
"CALUA3","","Carex luzulina var. atropurpurea"
"CALUL2","","Carex luzulina var. luzulina"
"CALY3","","Carex lyngbyei"
"CAMA8","","Carex mackenziei"
"CAMA9","","Carex macloviana"
"CAMA10","","Carex macrocephala"
"CAMAB2","","Carex macrocephala var. bracteata"
"CAMAM6","","Carex macrocephala var. macrocephala"
"CAMA11","","Carex macrochaeta"
"CAMA51","","Carex macrostachys"
"CAMA12","","Carex magellanica"
"CAMAI2","","Carex magellanica ssp. irrigua"
"CAMAM15","","Carex magellanica ssp. magellanica"
"CAMA33","","Carex manhartii"
"CAMA34","","Carex marina"
"CAMAM16","","Carex marina ssp. marina"
"CAMA13","","Carex mariposana"
"CAMA14","","Carex maritima"
"CAMC","","Carex mckittrickensis"
"CAME2","","Carex meadii"
"CAME38","","Carex melanocarpa"
"CAME10","","Carex melanostachya"
"CAME4","","Carex membranacea"
"CAME5","","Carex mendocinensis"
"CAME12","","Carex merritt-fernaldii"
"CAME6","","Carex mertensii"
"CAME13","","Carex mesochorea"
"CAME14","","Carex meyenii"
"CAMI15","","Carex michauxiana"
"CAMI47","","Carex michelii"
"CAMI4","","Carex microchaeta"
"CAMIM","","Carex microchaeta ssp. microchaeta"
"CAMIN","","Carex microchaeta ssp. nesophila"
"CAMI5","","Carex microdonta"
"CAMI6","","Carex microglochin"
"CAMI7","","Carex microptera"
"CAMI8","","Carex microrhyncha"
"CAMI10","","Carex misandra"
"CAMI17","","Carex misera"
"CAMI50","","Carex missouriensis"
"CAMI18","","Carex mitchelliana"
"CAMO11","","Carex molesta"
"CAMO35","","Carex molestiformis"
"CAMO12","","Carex montis-eeka"
"CAMO31","","Carex morrowii"
"CAMU4","","Carex muehlenbergii"
"CAMUE","","Carex muehlenbergii var. enervis"
"CAMUM","","Carex muehlenbergii var. muehlenbergii"
"CAMU5","","Carex multicaulis"
"CAMU6","","Carex multicostata"
"CAMU7","","Carex muricata"
"CAMU8","","Carex muriculata"
"CAMU9","","Carex muskingumensis"
"CANA2","","Carex nardina"
"CANAH","","Carex nardina var. hepburnii"
"CANAN3","","Carex nardina var. nardina"
"CANE2","","Carex nebrascensis"
"CANE3","","Carex nelsonii"
"CANE5","","Carex nervina"
"CANE6","","Carex neurophora"
"CANI5","","Carex nigra"
"CANI2","","Carex nigricans"
"CANI3","","Carex nigromarginata"
"CANO","","Carex normalis"
"CANO2","","Carex norvegica"
"CANOI","","Carex norvegica ssp. inferalpina"
"CANON2","","Carex norvegica ssp. norvegica"
"CANOS","","Carex norvegica ssp. stevenii"
"CANO3","","Carex nova"
"CANO4","","Carex novae-angliae"
"CANU5","","Carex nudata"
"CAOB2","","Carex obispoensis"
"CAOB3","","Carex obnupta"
"CAOB4","","Carex obtusata"
"CAOC2","","Carex occidentalis"
"CAOK","","Carex oklahomensis"
"CAOL2","","Carex oligocarpa"
"CAOL3","","Carex oligosperma"
"CAOLO3","","Carex oligosperma var. oligosperma"
"CAON2","","Carex onusta"
"CAOP5","","Carex opaca"
"CAOR","","Carex oreocharis"
"CAOR23","","Carex orestera"
"CAOR5","","Carex ormostachya"
"CAOR6","","Carex oronensis"
"CAOT2","","Carex otrubae"
"CAOU","","Carex ouachitana"
"CAOV8","","Carex ovalis"
"CAOX","","Carex oxylepis"
"CAOXO","","Carex oxylepis var. oxylepis"
"CAOXP","","Carex oxylepis var. pubescens"
"CAOZ2","","Carex ozarkana"
"CAPA14","","Carex pachystachya"
"CAPA73","","Carex pachystylis"
"CAPA27","","Carex paeninsulae"
"CAPA29","","Carex paleacea"
"CAPA17","","Carex pallescens"
"CAPA30","","Carex panicea"
"CAPA74","","Carex paniculata"
"CAPA16","","Carex pansa"
"CAPA86","","Carex parallela"
"CAPAP13","","Carex parallela ssp. parallela"
"CAPA18","","Carex parryana"
"CAPAB","","Carex parryana var. brevisquama"
"CAPAP3","","Carex parryana var. parryana"
"CAPA19","","Carex pauciflora"
"CAPA31","","Carex paysonis"
"CAPE11","","Carex peckii"
"CAPE4","","Carex pedunculata"
"CAPE42","","Carex pellita"
"CAPE5","","Carex pelocarpa"
"CAPE45","","Carex pendula"
"CAPE6","","Carex pensylvanica"
"CAPE40","","Carex perdentata"
"CAPE12","","Carex perglobosa"
"CAPE7","","Carex petasata"
"CAPE8","","Carex petricosa"
"CAPEM","","Carex petricosa var. misandroides"
"CAPEP","","Carex petricosa var. petricosa"
"CAPH2","","Carex phaeocephala"
"CAPI5","","Carex picta"
"CAPI21","","Carex pigra"
"CAPI20","","Carex pilulifera"
"CAPI6","","Carex piperi"
"CAPI7","","Carex pityophila"
"CAPL18","","Carex planispicata"
"CAPL3","","Carex planostachys"
"CAPL4","","Carex plantaginea"
"CAPL8","","Carex platylepis"
"CAPL5","","Carex platyphylla"
"CAPL6","","Carex pluriflora"
"CAPO","","Carex podocarpa"
"CAPO4","","Carex polymorpha"
"CAPO5","","Carex polystachya"
"CAPR22","","Carex praeceptorum"
"CAPR5","","Carex praegracilis"
"CAPR6","","Carex prairea"
"CAPR12","","Carex prasina"
"CAPR7","","Carex praticola"
"CAPR8","","Carex preslii"
"CAPR9","","Carex projecta"
"CAPR10","","Carex proposita"
"CAPS","","Carex pseudocyperus"
"CAPU43","","Carex pulicaris"
"CAPU32","","Carex pumila"
"CAPU12","","Carex purpurifera"
"CAPY3","","Carex pyrenaica"
"CAPYM","","Carex pyrenaica ssp. micropoda"
"CAPYP","","Carex pyrenaica ssp. pyrenaica"
"CARA20","","Carex radfordii"
"CARA8","","Carex radiata"
"CARA4","","Carex ramenskii"
"CARA5","","Carex rariflora"
"CARAR2","","Carex rariflora var. rariflora"
"CARA9","","Carex raymondii"
"CARA6","","Carex raynoldsii"
"CARE14","","Carex recta"
"CARE20","","Carex remota"
"CARE17","","Carex reniformis"
"CARE9","","Carex retroflexa"
"CARE4","","Carex retrorsa"
"CARE18","","Carex reznicekii"
"CARI","","Carex richardsonii"
"CARO10","","Carex roanensis"
"CARO22","","Carex rosea"
"CARO5","","Carex rossii"
"CARO6","","Carex rostrata"
"CARO7","","Carex rotundata"
"CARU11","","Carex rufina"
"CARU3","","Carex rupestris"
"CARUD","","Carex rupestris var. drummondiana"
"CARUR","","Carex rupestris var. rupestris"
"CARU6","","Carex ruthii"
"CASA5","","Carex sabulosa"
"CASA15","","Carex salina"
"CASA6","","Carex saliniformis"
"CASA7","","Carex sartwelliana"
"CASA8","","Carex sartwellii"
"CASAS5","","Carex sartwellii var. sartwellii"
"CASAS6","","Carex sartwellii var. stenorrhyncha"
"CASA10","","Carex saxatilis"
"CASA9","","Carex saximontana"
"CASC13","","Carex scabrata"
"CASC14","","Carex scabriuscula"
"CASC36","","Carex scaposa"
"CASC83","","Carex schiedeana"
"CASC8","","Carex schottii"
"CASC9","","Carex schweinitzii"
"CASC10","","Carex scirpoidea"
"CASCC5","","Carex scirpoidea ssp. convoluta"
"CASCP3","","Carex scirpoidea ssp. pseudoscirpoidea"
"CASCS8","","Carex scirpoidea ssp. scirpoidea"
"CASCS9","","Carex scirpoidea ssp. stenochlaena"
"CASC11","","Carex scoparia"
"CASCS","","Carex scoparia var. scoparia"
"CASCT","","Carex scoparia var. tessellata"
"CASC12","","Carex scopulorum"
"CASCB","","Carex scopulorum var. bracteosa"
"CASCP","","Carex scopulorum var. prionophylla"
"CASCS2","","Carex scopulorum var. scopulorum"
"CASE14","","Carex secalina"
"CASE28","","Carex sempervirens"
"CASE","","Carex senta"
"CASE6","","Carex seorsa"
"CASE33","","Carex serpenticola"
"CASE2","","Carex serratodens"
"CASH","","Carex sheldonii"
"CASH8","","Carex shinnersii"
"CASH2","","Carex shortiana"
"CASI12","","Carex siccata"
"CASI6","","Carex silicea"
"CASI2","","Carex simulata"
"CASO","","Carex socialis"
"CASO10","","Carex sonomensis"
"CASP3","","Carex sparganioides"
"CASP35","","Carex specicola"
"CASP4","","Carex specifica"
"CASP5","","Carex spectabilis"
"CASP10","","Carex spicata"
"CASP6","","Carex spissa"
"CASP7","","Carex sprengelii"
"CASQ2","","Carex squarrosa"
"CAST59","","Carex stellata"
"CAST60","","Carex stenocarpa"
"CAST4","","Carex stenoptila"
"CAST16","","Carex sterilis"
"CAST5","","Carex stipata"
"CASTM","","Carex stipata var. maxima"
"CASTS3","","Carex stipata var. stipata"
"CAST6","","Carex straminea"
"CAST7","","Carex straminiformis"
"CAST41","","Carex striata"
"CASTB","","Carex striata var. brevis"
"CASTS4","","Carex striata var. striata"
"CAST17","","Carex striatula"
"CAST8","","Carex stricta"
"CAST9","","Carex styloflexa"
"CAST10","","Carex stylosa"
"CASU4","","Carex subbracteata"
"CASU5","","Carex suberecta"
"CASU6","","Carex subfusca"
"CASU7","","Carex subnigricans"
"CASU8","","Carex subspathacea"
"CASU67","","Carex superata"
"CASU9","","Carex supina"
"CASUS3","","Carex supina var. spaniocarpa"
"CASW","","Carex swanii"
"CASY","","Carex sychnocephala"
"CASY3","","Carex sylvatica"
"CATA","","Carex tahoensis"
"CATE12","","Carex tenax"
"CATE3","","Carex tenera"
"CATE4","","Carex teneriformis"
"CATE5","","Carex tenuiflora"
"CATE6","","Carex tetanica"
"CATE29","","Carex tetrastachya"
"CATE7","","Carex texensis"
"CATH5","","Carex thornei"
"CATH6","","Carex thunbergii"
"CATH","","Carex thurberi"
"CATI6","","Carex timida"
"CATI2","","Carex tincta"
"CATI5","","Carex tiogana"
"CATO20","","Carex tomentosa"
"CATO9","","Carex tompkinsii"
"CATO10","","Carex tonsa"
"CATOR","","Carex tonsa var. rugosperma"
"CATOT","","Carex tonsa var. tonsa"
"CATO3","","Carex torreyi"
"CATO4","","Carex torta"
"CATR6","","Carex triangularis"
"CATR7","","Carex tribuloides"
"CATRS2","","Carex tribuloides var. sangamonensis"
"CATRT2","","Carex tribuloides var. tribuloides"
"CATR8","","Carex trichocarpa"
"CATR9","","Carex triquetra"
"CATR10","","Carex trisperma"
"CATRT3","","Carex trisperma var. trisperma"
"CATU2","","Carex tuckermanii"
"CATU3","","Carex tumulicola"
"CATU17","","Carex turbinata"
"CATU4","","Carex turgescens"
"CATY","","Carex typhina"
"CAUL","","Carex ultra"
"CAUM4","","Carex umbellata"
"CAUN3","","Carex unilateralis"
"CAUR","","Carex ursina"
"CAUT","","Carex utriculata"
"CAVA15","","Carex vacillans"
"CAVA2","","Carex vaginata"
"CAVA3","","Carex vallicola"
"CAVAR","","Carex vallicola var. rusbyi"
"CAVAV","","Carex vallicola var. vallicola"
"CAVE7","","Carex venusta"
"CAVEM","","Carex venusta var. minor"
"CAVEV","","Carex venusta var. venusta"
"CAVE5","","Carex vernacula"
"CAVE8","","Carex verrucosa"
"CAVE6","","Carex vesicaria"
"CAVE9","","Carex vestita"
"CAVE10","","Carex vexans"
"CAVI3","","Carex vicaria"
"CAVI4","","Carex virescens"
"CAVI5","","Carex viridula"
"CAVIB","","Carex viridula ssp. brachyrrhyncha"
"CAVIE","","Carex viridula ssp. brachyrrhyncha var. elatior"
"CAVIS3","","Carex viridula ssp. brachyrrhyncha var. saxilittoralis"
"CAVIO","","Carex viridula ssp. oedocarpa"
"CAVIV","","Carex viridula ssp. viridula"
"CAVU7","","Carex vulpina"
"CAVU2","","Carex vulpinoidea"
"CAVUP2","","Carex vulpinoidea var. pycnocephala"
"CAVUV","","Carex vulpinoidea var. vulpinoidea"
"CAWA","","Carex wahuensis"
"CAWAH","","Carex wahuensis ssp. herbstii"
"CAWAR2","","Carex wahuensis ssp. rubiginosa"
"CAWAW","","Carex wahuensis ssp. wahuensis"
"CAWH","","Carex whitneyi"
"CAWI7","","Carex wiegandii"
"CAWI2","","Carex willdenowii"
"CAWI3","","Carex williamsii"
"CAWO2","","Carex woodii"
"CAWO","","Carex wootonii"
"CAXE","","Carex xerantica"
"CAXE2","","Carex xerophila"
"CATU16","","Castellia tuberculosa"
"CAAQ3","","Catabrosa aquatica"
"CAAQA6","","Catabrosa aquatica var. aquatica"
"CAMA54","","Catapodium marinum"
"CARI2","","Catapodium rigidum"
"CAER2","","Cathestecum erectum"
"CEGI3","","Celtica gigantea"
"CEAG","","Cenchrus agrimonioides"
"CEAGA","","Cenchrus agrimonioides var. agrimonioides"
"CEAGL","","Cenchrus agrimonioides var. laysanensis"
"CEBI","","Cenchrus biflorus"
"CEBR","","Cenchrus brownii"
"CEEC","","Cenchrus echinatus"
"CEGR3","","Cenchrus gracillimus"
"CELO3","","Cenchrus longispinus"
"CEMY","","Cenchrus myosuroides"
"CEPA22","","Cenchrus palmeri"
"CESE10","","Cenchrus setiger"
"CESP4","","Cenchrus spinifex"
"CETR","","Cenchrus tribuloides"
"CELA9","","Centotheca lappacea"
"CEGL7","","Centropodia glauca"
"CHLA5","","Chasmanthium latifolium"
"CHLA6","","Chasmanthium laxum"
"CHNI","","Chasmanthium nitidum"
"CHOR3","","Chasmanthium ornithorhynchum"
"CHSE2","","Chasmanthium sessiliflorum"
"CHBR12","","Chloris ×brevispica"
"CHSU3","","Chloris ×subdolichostachya"
"CHAN","","Chloris andropogonoides"
"CHBA10","","Chloris barbata"
"CHBE9","","Chloris berroi"
"CHCA6","","Chloris canterai"
"CHCAC5","","Chloris canterai var. canterai"
"CHCAG3","","Chloris canterai var. grandiflora"
"CHCA35","","Chloris castilloniana"
"CHCI","","Chloris ciliata"
"CHCU6","","Chloris cubensis"
"CHCU2","","Chloris cucullata"
"CHDI2","","Chloris divaricata"
"CHEL3","","Chloris elata"
"CHGA2","","Chloris gayana"
"CHMO11","","Chloris mossambicensis"
"CHPE80","","Chloris pectinata"
"CHPY4","","Chloris pycnothrix"
"CHRA","","Chloris radiata"
"CHRO9","","Chloris roxburghiana"
"CHSA3","","Chloris sagraeana"
"CHSU4","","Chloris submutica"
"CHTE","","Chloris texensis"
"CHTR","","Chloris truncata"
"CHVE","","Chloris ventricosa"
"CHVE2","","Chloris verticillata"
"CHVI4","","Chloris virgata"
"CHAC","","Chrysopogon aciculatus"
"CHFU","","Chrysopogon fulvus"
"CHGR21","","Chrysopogon gryllus"
"CHNO5","","Chrysopogon nodulibarbis"
"CHPA11","","Chrysopogon pauciflorus"
"CHAB","","Chusquea abietifolia"
"CHCO29","","Chusquea coronalis"
"CHMO12","","Chusquea montana"
"CHQU2","","Chusquea quila"
"CIAR2","","Cinna arundinacea"
"CIBO2","","Cinna bolanderi"
"CILA2","","Cinna latifolia"
"CLCA2","","Cladium californicum"
"CLCO7","","Cladium colocasia"
"CLMA","","Cladium mariscoides"
"CLMA10","","Cladium mariscus"
"CLMAJ","","Cladium mariscus ssp. jamaicense"
"CLCY2","","Cladoraphis cyperoides"
"CLSO5","","Cleistachne sorghoides"
"CLSQ2","","Cleistogenes squarrosa"
"COCY","","Coelorachis cylindrica"
"CORO10","","Coelorachis rottboellioides"
"CORU3","","Coelorachis rugosa"
"COTE5","","Coelorachis tessellata"
"COTU","","Coelorachis tuberculosa"
"COLA","","Coix lacryma-jobi"
"COSU","","Coleanthus subtilis"
"COAR16","","Cortaderia araucana"
"COJU2","","Cortaderia jubata"
"CORU18","","Cortaderia rudiuscula"
"COSE4","","Cortaderia selloana"
"COTO6","","Cortaderia toetoe"
"COCA16","","Corynephorus canescens"
"COFA6","","Corynephorus fasciculatus"
"COPA13","","Cottea pappophoroides"
"CRAL2","","Crypsis alopecuroides"
"CRSC","","Crypsis schoenoides"
"CRVA2","","Crypsis vaginiflora"
"CTAR","","Ctenium aromaticum"
"CTFL","","Ctenium floridanum"
"CUDI3","","Cutandia divaricata"
"CUMA6","","Cutandia maritima"
"CUME2","","Cutandia memphitica"
