Plant,Year,Month,Day,Date
Camellia sasanqua Hugh Evans,2007,1,6,1/6/07
Camellia sasanqua Hugh Evans,2007,1,13,1/13/07
Camellia sasanqua Hugh Evans,2007,9,29,9/29/07
Camellia sasanqua Hugh Evans,2007,10,13,10/13/07
Camellia sasanqua Hugh Evans,2007,10,27,10/27/07
Camellia sasanqua Hugh Evans,2007,11,3,11/3/07
Camellia sasanqua Hugh Evans,2007,11,10,11/10/07
Camellia sasanqua Hugh Evans,2007,11,17,11/17/07
Camellia sasanqua Hugh Evans,2007,11,24,11/24/07
Camellia sasanqua Hugh Evans,2007,12,1,12/1/07
Camellia sasanqua Hugh Evans,2007,12,8,12/8/07
Camellia sasanqua Hugh Evans,2007,12,15,12/15/07
Camellia sasanqua Hugh Evans,2007,12,22,12/22/07
Camellia sasanqua Hugh Evans,2007,12,29,12/29/07
Camellia sasanqua Hugh Evans,2008,1,5,1/5/08
Camellia sasanqua Hugh Evans,2008,1,12,1/12/08
Camellia sasanqua Hugh Evans,2008,1,19,1/19/08
Camellia sasanqua Hugh Evans,2008,9,20,9/20/08
Camellia sasanqua Hugh Evans,2008,9,27,9/27/08
Camellia sasanqua Hugh Evans,2008,10,11,10/11/08
Camellia sasanqua Hugh Evans,2008,10,25,10/25/08
Camellia sasanqua Hugh Evans,2008,11,8,11/8/08
Camellia sasanqua Hugh Evans,2008,11,22,11/22/08
Camellia sasanqua Hugh Evans,2008,12,6,12/6/08
Camellia sasanqua Hugh Evans,2008,12,13,12/13/08
Camellia sasanqua Hugh Evans,2008,12,20,12/20/08
Camellia sasanqua Hugh Evans,2008,12,27,12/27/08
Camellia sasanqua Hugh Evans,2009,1,3,1/3/09
Camellia sasanqua Hugh Evans,2009,1,10,1/10/09
Camellia sasanqua Hugh Evans,2009,1,17,1/17/09
Camellia sasanqua Hugh Evans,2009,1,24,1/24/09
Camellia sasanqua Hugh Evans,2009,1,31,1/31/09
Camellia sasanqua Hugh Evans,2009,9,26,9/26/09
Camellia sasanqua Hugh Evans,2009,10,10,10/10/09
Camellia sasanqua Hugh Evans,2009,10,24,10/24/09
Camellia sasanqua Hugh Evans,2009,11,7,11/7/09
Camellia sasanqua Hugh Evans,2009,11,14,11/14/09
Camellia sasanqua Hugh Evans,2009,11,21,11/21/09
Camellia sasanqua Hugh Evans,2009,11,28,11/28/09
Camellia sasanqua Hugh Evans,2009,12,5,12/5/09
Camellia sasanqua Hugh Evans,2009,12,12,12/12/09
Camellia sasanqua Hugh Evans,2009,12,19,12/19/09
Camellia sasanqua Hugh Evans,2009,12,27,12/27/09
Camellia sasanqua Hugh Evans,2010,1,2,1/2/10
Camellia sasanqua Hugh Evans,2010,1,9,1/9/10
Camellia sasanqua Hugh Evans,2010,1,16,1/16/10
Camellia sasanqua Hugh Evans,2010,1,23,1/23/10
Camellia sasanqua Hugh Evans,2010,10,2,10/2/10
Camellia sasanqua Hugh Evans,2010,10,9,10/9/10
Camellia sasanqua Hugh Evans,2010,10,16,10/16/10
Camellia sasanqua Hugh Evans,2010,10,23,10/23/10
Camellia sasanqua Hugh Evans,2010,10,30,10/30/10
Camellia sasanqua Hugh Evans,2010,11,6,11/6/10
Camellia sasanqua Hugh Evans,2010,11,13,11/13/10
Camellia sasanqua Hugh Evans,2010,11,20,11/20/10
Camellia sasanqua Hugh Evans,2010,11,27,11/27/10
Camellia sasanqua Hugh Evans,2010,12,4,12/4/10
Camellia sasanqua Hugh Evans,2010,12,11,12/11/10
Camellia sasanqua Hugh Evans,2010,12,18,12/18/10
Camellia sasanqua Hugh Evans,2010,12,25,12/25/10
Camellia sasanqua Hugh Evans,2011,1,1,1/1/11
Camellia sasanqua Hugh Evans,2011,1,8,1/8/11
Camellia sasanqua Hugh Evans,2011,1,15,1/15/11
Camellia sasanqua Hugh Evans,2011,1,22,1/22/11
Camellia sasanqua Hugh Evans,2011,1,29,1/29/11
Camellia sasanqua Hugh Evans,2011,2,5,2/5/11
Camellia sasanqua Hugh Evans,2011,2,12,2/12/11
Camellia sasanqua Hugh Evans,2011,9,17,9/17/11
Camellia sasanqua Hugh Evans,2011,9,24,9/24/11
Camellia sasanqua Hugh Evans,2011,10,8,10/8/11
Camellia sasanqua Hugh Evans,2011,10,22,10/22/11
Camellia sasanqua Hugh Evans,2011,10,29,10/29/11
Camellia sasanqua Hugh Evans,2011,11,5,11/5/11
Camellia sasanqua Hugh Evans,2011,11,12,11/12/11
Camellia sasanqua Hugh Evans,2011,11,19,11/19/11
Camellia sasanqua Hugh Evans,2011,11,26,11/26/11
Camellia sasanqua Hugh Evans,2011,12,3,12/3/11
Camellia sasanqua Hugh Evans,2011,12,10,12/10/11
Camellia sasanqua Hugh Evans,2011,12,17,12/17/11
Camellia sasanqua Hugh Evans,2011,12,24,12/24/11
Camellia sasanqua Hugh Evans,2011,12,31,12/31/11
Camellia x williamsii Donation,1991,3,30,3/30/91
Camellia x williamsii Donation,1991,4,6,4/6/91
Camellia x williamsii Donation,1991,4,13,4/13/91
Camellia x williamsii Donation,1991,4,20,4/20/91
Camellia x williamsii Donation,1991,4,27,4/27/91
Camellia x williamsii Donation,1992,5,9,5/9/92
Camellia x williamsii Donation,1993,3,6,3/6/93
Camellia x williamsii Donation,1993,3,13,3/13/93
Camellia x williamsii Donation,1993,3,20,3/20/93
Camellia x williamsii Donation,1993,3,27,3/27/93
Camellia x williamsii Donation,1993,4,3,4/3/93
Camellia x williamsii Donation,1993,4,10,4/10/93
Camellia x williamsii Donation,1993,4,17,4/17/93
Camellia x williamsii Donation,1993,4,24,4/24/93
Camellia x williamsii Donation,1993,5,1,5/1/93
Camellia x williamsii Donation,1994,4,2,4/2/94
Camellia x williamsii Donation,1994,4,9,4/9/94
Camellia x williamsii Donation,1994,4,16,4/16/94
Camellia x williamsii Donation,1994,4,23,4/23/94
Camellia x williamsii Donation,1994,4,30,4/30/94
Camellia x williamsii Donation,1994,5,7,5/7/94
Camellia x williamsii Donation,1994,5,21,5/21/94
Camellia x williamsii Donation,1995,2,4,2/4/95
Camellia x williamsii Donation,1995,2,11,2/11/95
Camellia x williamsii Donation,1995,2,18,2/18/95
Camellia x williamsii Donation,1995,2,25,2/25/95
Camellia x williamsii Donation,1995,3,4,3/4/95
Camellia x williamsii Donation,1995,3,11,3/11/95
Camellia x williamsii Donation,1995,3,18,3/18/95
Camellia x williamsii Donation,1995,3,25,3/25/95
Camellia x williamsii Donation,1995,4,1,4/1/95
Camellia x williamsii Donation,1995,4,8,4/8/95
Camellia x williamsii Donation,1995,4,15,4/15/95
Camellia x williamsii Donation,1995,4,22,4/22/95
Camellia x williamsii Donation,1995,4,29,4/29/95
Camellia x williamsii Donation,1996,3,24,3/24/96
Camellia x williamsii Donation,1996,3,30,3/30/96
Camellia x williamsii Donation,1996,4,6,4/6/96
Camellia x williamsii Donation,1996,4,13,4/13/96
Camellia x williamsii Donation,1996,4,20,4/20/96
Camellia x williamsii Donation,1996,4,27,4/27/96
Camellia x williamsii Donation,1996,5,4,5/4/96
Camellia x williamsii Donation,1996,5,11,5/11/96
Camellia x williamsii Donation,1996,5,18,5/18/96
Camellia x williamsii Donation,1996,5,25,5/25/96
Camellia x williamsii Donation,1996,6,1,6/1/96
Camellia x williamsii Donation,1996,6,8,6/8/96
Camellia x williamsii Donation,1997,4,12,4/12/97
Camellia x williamsii Donation,1997,4,19,4/19/97
Camellia x williamsii Donation,1997,4,26,4/26/97
Camellia x williamsii Donation,1997,5,3,5/3/97
Camellia x williamsii Donation,1998,2,21,2/21/98
Camellia x williamsii Donation,1998,2,28,2/28/98
Camellia x williamsii Donation,1998,3,7,3/7/98
Camellia x williamsii Donation,1998,3,14,3/14/98
Camellia x williamsii Donation,1998,3,21,3/21/98
Camellia x williamsii Donation,1998,3,28,3/28/98
Camellia x williamsii Donation,1998,4,4,4/4/98
Camellia x williamsii Donation,1998,4,11,4/11/98
Camellia x williamsii Donation,1998,4,18,4/18/98
Camellia x williamsii Donation,1998,4,25,4/25/98
Camellia x williamsii Donation,1998,5,2,5/2/98
Camellia x williamsii Donation,1998,5,9,5/9/98
Camellia x williamsii Donation,1999,1,23,1/23/99
Camellia x williamsii Donation,1999,1,30,1/30/99
Camellia x williamsii Donation,1999,2,6,2/6/99
Camellia x williamsii Donation,1999,2,13,2/13/99
Camellia x williamsii Donation,1999,2,20,2/20/99
Camellia x williamsii Donation,1999,2,27,2/27/99
Camellia x williamsii Donation,1999,3,6,3/6/99
Camellia x williamsii Donation,1999,3,13,3/13/99
Camellia x williamsii Donation,1999,3,20,3/20/99
Camellia x williamsii Donation,1999,3,27,3/27/99
Camellia x williamsii Donation,1999,4,3,4/3/99
Camellia x williamsii Donation,1999,4,10,4/10/99
Camellia x williamsii Donation,1999,4,17,4/17/99
Camellia x williamsii Donation,1999,4,24,4/24/99
Camellia x williamsii Donation,1999,5,1,5/1/99
Camellia x williamsii Donation,2000,2,5,2/5/00
Camellia x williamsii Donation,2000,2,12,2/12/00
Camellia x williamsii Donation,2000,2,19,2/19/00
Camellia x williamsii Donation,2000,2,26,2/26/00
Camellia x williamsii Donation,2000,3,4,3/4/00
Camellia x williamsii Donation,2000,3,11,3/11/00
Camellia x williamsii Donation,2000,3,18,3/18/00
Camellia x williamsii Donation,2000,3,25,3/25/00
Camellia x williamsii Donation,2000,4,1,4/1/00
Camellia x williamsii Donation,2000,4,8,4/8/00
Camellia x williamsii Donation,2000,4,21,4/21/00
Camellia x williamsii Donation,2000,4,29,4/29/00
Camellia x williamsii Donation,2000,5,6,5/6/00
Camellia x williamsii Donation,2000,5,13,5/13/00
Camellia x williamsii Donation,2001,1,27,1/27/01
Camellia x williamsii Donation,2001,2,3,2/3/01
Camellia x williamsii Donation,2001,2,10,2/10/01
Camellia x williamsii Donation,2001,2,17,2/17/01
Camellia x williamsii Donation,2001,2,24,2/24/01
Camellia x williamsii Donation,2001,3,3,3/3/01
Camellia x williamsii Donation,2001,3,10,3/10/01
Camellia x williamsii Donation,2001,3,17,3/17/01
Camellia x williamsii Donation,2001,3,31,3/31/01
Camellia x williamsii Donation,2001,4,7,4/7/01
Camellia x williamsii Donation,2001,4,14,4/14/01
Camellia x williamsii Donation,2001,4,21,4/21/01
Camellia x williamsii Donation,2001,4,28,4/28/01
Camellia x williamsii Donation,2001,5,5,5/5/01
Camellia x williamsii Donation,2001,5,12,5/12/01
Camellia x williamsii Donation,2001,5,26,5/26/01
Camellia x williamsii Donation,2002,2,9,2/9/02
Camellia x williamsii Donation,2002,2,16,2/16/02
Camellia x williamsii Donation,2002,2,23,2/23/02
Camellia x williamsii Donation,2002,3,2,3/2/02
Camellia x williamsii Donation,2002,3,9,3/9/02
Camellia x williamsii Donation,2002,3,16,3/16/02
Camellia x williamsii Donation,2002,3,23,3/23/02
Camellia x williamsii Donation,2002,3,30,3/30/02
Camellia x williamsii Donation,2002,4,6,4/6/02
Camellia x williamsii Donation,2002,4,13,4/13/02
Camellia x williamsii Donation,2002,4,27,4/27/02
Camellia x williamsii Donation,2002,5,11,5/11/02
Camellia x williamsii Donation,2003,1,11,1/11/03
Camellia x williamsii Donation,2003,1,18,1/18/03
Camellia x williamsii Donation,2003,1,25,1/25/03
Camellia x williamsii Donation,2003,2,1,2/1/03
Camellia x williamsii Donation,2003,2,8,2/8/03
Camellia x williamsii Donation,2003,2,15,2/15/03
Camellia x williamsii Donation,2003,2,22,2/22/03
Camellia x williamsii Donation,2003,3,1,3/1/03
Camellia x williamsii Donation,2003,3,8,3/8/03
Camellia x williamsii Donation,2003,3,15,3/15/03
Camellia x williamsii Donation,2003,3,22,3/22/03
Camellia x williamsii Donation,2003,3,29,3/29/03
Camellia x williamsii Donation,2003,4,5,4/5/03
Camellia x williamsii Donation,2003,4,12,4/12/03
Camellia x williamsii Donation,2003,4,26,4/26/03
Camellia x williamsii Donation,2003,5,10,5/10/03
Camellia x williamsii Donation,2004,1,24,1/24/04
Camellia x williamsii Donation,2004,1,31,1/31/04
Camellia x williamsii Donation,2004,2,7,2/7/04
Camellia x williamsii Donation,2004,2,14,2/14/04
Camellia x williamsii Donation,2004,2,21,2/21/04
Camellia x williamsii Donation,2004,2,28,2/28/04
Camellia x williamsii Donation,2004,3,6,3/6/04
Camellia x williamsii Donation,2004,3,13,3/13/04
Camellia x williamsii Donation,2004,3,27,3/27/04
Camellia x williamsii Donation,2004,4,10,4/10/04
Camellia x williamsii Donation,2004,4,24,4/24/04
Camellia x williamsii Donation,2004,5,8,5/8/04
Camellia x williamsii Donation,2004,5,22,5/22/04
Camellia x williamsii Donation,2005,1,15,1/15/05
Camellia x williamsii Donation,2005,1,22,1/22/05
Camellia x williamsii Donation,2005,1,29,1/29/05
Camellia x williamsii Donation,2005,2,5,2/5/05
Camellia x williamsii Donation,2005,2,12,2/12/05
Camellia x williamsii Donation,2005,2,19,2/19/05
Camellia x williamsii Donation,2005,2,26,2/26/05
Camellia x williamsii Donation,2005,3,5,3/5/05
Camellia x williamsii Donation,2005,3,12,3/12/05
Camellia x williamsii Donation,2005,3,26,3/26/05
Camellia x williamsii Donation,2005,4,2,4/2/05
Camellia x williamsii Donation,2005,4,9,4/9/05
Camellia x williamsii Donation,2005,4,16,4/16/05
Camellia x williamsii Donation,2005,4,23,4/23/05
Camellia x williamsii Donation,2005,4,30,4/30/05
Camellia x williamsii Donation,2005,5,7,5/7/05
Camellia x williamsii Donation,2006,2,25,2/25/06
Camellia x williamsii Donation,2006,3,4,3/4/06
Camellia x williamsii Donation,2006,3,11,3/11/06
Camellia x williamsii Donation,2006,3,25,3/25/06
Camellia x williamsii Donation,2006,4,8,4/8/06
Camellia x williamsii Donation,2006,4,22,4/22/06
Camellia x williamsii Donation,2006,5,13,5/13/06
Camellia x williamsii Donation,2007,1,27,1/27/07
Camellia x williamsii Donation,2007,2,3,2/3/07
Camellia x williamsii Donation,2007,2,10,2/10/07
Camellia x williamsii Donation,2007,2,17,2/17/07
Camellia x williamsii Donation,2007,2,24,2/24/07
Camellia x williamsii Donation,2007,3,3,3/3/07
Camellia x williamsii Donation,2007,3,10,3/10/07
Camellia x williamsii Donation,2007,3,17,3/17/07
Camellia x williamsii Donation,2007,3,24,3/24/07
Camellia x williamsii Donation,2007,3,31,3/31/07
Camellia x williamsii Donation,2007,4,7,4/7/07
Camellia x williamsii Donation,2007,4,14,4/14/07
Camellia x williamsii Donation,2007,4,28,4/28/07
Camellia x williamsii Donation,2007,5,12,5/12/07
Camellia x williamsii Donation,2008,1,5,1/5/08
Camellia x williamsii Donation,2008,1,12,1/12/08
Camellia x williamsii Donation,2008,1,19,1/19/08
Camellia x williamsii Donation,2008,1,26,1/26/08
Camellia x williamsii Donation,2008,2,2,2/2/08
Camellia x williamsii Donation,2008,2,9,2/9/08
Camellia x williamsii Donation,2008,2,16,2/16/08
Camellia x williamsii Donation,2008,2,23,2/23/08
Camellia x williamsii Donation,2008,3,1,3/1/08
Camellia x williamsii Donation,2008,3,8,3/8/08
Camellia x williamsii Donation,2008,3,15,3/15/08
Camellia x williamsii Donation,2008,3,22,3/22/08
Camellia x williamsii Donation,2008,3,29,3/29/08
Camellia x williamsii Donation,2008,4,5,4/5/08
Camellia x williamsii Donation,2008,4,12,4/12/08
Camellia x williamsii Donation,2008,4,26,4/26/08
Camellia x williamsii Donation,2008,5,10,5/10/08
Camellia x williamsii Donation,2009,2,14,2/14/09
Camellia x williamsii Donation,2009,2,21,2/21/09
Camellia x williamsii Donation,2009,2,28,2/28/09
Camellia x williamsii Donation,2009,3,7,3/7/09
Camellia x williamsii Donation,2009,3,14,3/14/09
Camellia x williamsii Donation,2009,3,21,3/21/09
Camellia x williamsii Donation,2009,3,28,3/28/09
Camellia x williamsii Donation,2009,4,4,4/4/09
Camellia x williamsii Donation,2009,4,11,4/11/09
Camellia x williamsii Donation,2009,4,18,4/18/09
Camellia x williamsii Donation,2009,4,25,4/25/09
Camellia x williamsii Donation,2009,5,2,5/2/09
Camellia x williamsii Donation,2009,5,9,5/9/09
Camellia x williamsii Donation,2010,2,6,2/6/10
Camellia x williamsii Donation,2010,2,13,2/13/10
Camellia x williamsii Donation,2010,2,20,2/20/10
Camellia x williamsii Donation,2010,2,27,2/27/10
Camellia x williamsii Donation,2010,3,6,3/6/10
Camellia x williamsii Donation,2010,3,13,3/13/10
Camellia x williamsii Donation,2010,3,20,3/20/10
Camellia x williamsii Donation,2010,3,27,3/27/10
Camellia x williamsii Donation,2010,4,3,4/3/10
Camellia x williamsii Donation,2010,4,10,4/10/10
Camellia x williamsii Donation,2010,4,17,4/17/10
Camellia x williamsii Donation,2010,4,24,4/24/10
Camellia x williamsii Donation,2010,5,1,5/1/10
Camellia x williamsii Donation,2010,5,8,5/8/10
Camellia x williamsii Donation,2010,5,22,5/22/10
Camellia x williamsii Donation,2011,2,12,2/12/11
Camellia x williamsii Donation,2011,2,19,2/19/11
Camellia x williamsii Donation,2011,2,26,2/26/11
Camellia x williamsii Donation,2011,3,5,3/5/11
Camellia x williamsii Donation,2011,3,12,3/12/11
Camellia x williamsii Donation,2011,3,19,3/19/11
Camellia x williamsii Donation,2011,3,26,3/26/11
Camellia x williamsii Donation,2011,4,2,4/2/11
Camellia x williamsii Donation,2011,4,9,4/9/11
Camellia x williamsii Donation,2011,4,16,4/16/11
Camellia x williamsii Donation,2011,4,23,4/23/11
Camellia x williamsii Donation,2011,4,30,4/30/11
Carex pendula ,1992,5,9,5/9/92
Carex pendula ,1992,5,16,5/16/92
Carex pendula ,1992,5,23,5/23/92
Carex pendula ,1992,5,30,5/30/92
Carex pendula ,1992,6,6,6/6/92
Carex pendula ,1992,6,13,6/13/92
Carex pendula ,1992,6,20,6/20/92
Carex pendula ,1992,6,27,6/27/92
Carex pendula ,1993,4,17,4/17/93
Carex pendula ,1993,4,24,4/24/93
Carex pendula ,1993,5,1,5/1/93
Carex pendula ,1993,5,8,5/8/93
Carex pendula ,1994,4,9,4/9/94
Carex pendula ,1994,4,16,4/16/94
Carex pendula ,1994,4,23,4/23/94
Carex pendula ,1994,4,30,4/30/94
Carex pendula ,1995,4,29,4/29/95
Carex pendula ,1995,5,6,5/6/95
Carex pendula ,1995,5,13,5/13/95
Carex pendula ,1996,4,27,4/27/96
Carex pendula ,1996,5,4,5/4/96
Carex pendula ,1996,5,11,5/11/96
Carex pendula ,1996,5,18,5/18/96
Carex pendula ,1996,5,25,5/25/96
Carex pendula ,1997,4,26,4/26/97
Carex pendula ,1997,5,3,5/3/97
Carex pendula ,1998,4,25,4/25/98
Carex pendula ,1998,5,2,5/2/98
Carex pendula ,1998,5,9,5/9/98
Carex pendula ,1999,4,17,4/17/99
Carex pendula ,1999,4,24,4/24/99
Carex pendula ,1999,5,1,5/1/99
Carex pendula ,2000,4,21,4/21/00
Carex pendula ,2000,4,29,4/29/00
Carex pendula ,2000,5,6,5/6/00
Carex pendula ,2001,4,21,4/21/01
Carex pendula ,2001,4,28,4/28/01
Carex pendula ,2001,5,5,5/5/01
Carex pendula ,2002,4,27,4/27/02
Carex pendula ,2002,5,11,5/11/02
Carex pendula ,2003,4,26,4/26/03
Carex pendula ,2003,5,10,5/10/03
Carex pendula ,2004,5,1,5/1/04
Carex pendula ,2004,5,8,5/8/04
Carex pendula ,2005,4,30,4/30/05
Carex pendula ,2005,5,7,5/7/05
Carex pendula ,2006,5,13,5/13/06
Carex pendula ,2009,5,2,5/2/09
Carex pendula ,2009,5,9,5/9/09
Castanea sativa ,1985,7,20,7/20/85
Castanea sativa ,1985,7,27,7/27/85
Castanea sativa ,1985,8,3,8/3/85
Castanea sativa ,1986,7,26,7/26/86
Castanea sativa ,1986,8,2,8/2/86
Castanea sativa ,1986,8,9,8/9/86
Castanea sativa ,1987,7,11,7/11/87
Castanea sativa ,1987,7,18,7/18/87
Castanea sativa ,1987,7,25,7/25/87
Castanea sativa ,1987,8,1,8/1/87
Castanea sativa ,1987,8,8,8/8/87
Castanea sativa ,1987,8,15,8/15/87
Castanea sativa ,1988,6,25,6/25/88
Castanea sativa ,1988,7,2,7/2/88
Castanea sativa ,1988,7,9,7/9/88
Castanea sativa ,1988,7,16,7/16/88
Castanea sativa ,1988,7,23,7/23/88
Castanea sativa ,1988,7,30,7/30/88
Castanea sativa ,1988,8,6,8/6/88
Castanea sativa ,1988,8,13,8/13/88
Castanea sativa ,1989,7,1,7/1/89
Castanea sativa ,1989,7,15,7/15/89
Castanea sativa ,1989,7,22,7/22/89
Castanea sativa ,1989,7,29,7/29/89
Castanea sativa ,1990,6,30,6/30/90
Castanea sativa ,1990,7,7,7/7/90
Castanea sativa ,1990,7,14,7/14/90
Castanea sativa ,1990,7,21,7/21/90
Castanea sativa ,1990,7,28,7/28/90
Castanea sativa ,1990,8,4,8/4/90
Castanea sativa ,1990,8,11,8/11/90
Castanea sativa ,1991,7,13,7/13/91
Castanea sativa ,1991,7,20,7/20/91
Castanea sativa ,1991,7,27,7/27/91
Castanea sativa ,1991,8,3,8/3/91
Castanea sativa ,1991,8,10,8/10/91
Castanea sativa ,1992,6,27,6/27/92
Castanea sativa ,1992,7,18,7/18/92
Castanea sativa ,1992,7,25,7/25/92
Castanea sativa ,1992,8,1,8/1/92
Castanea sativa ,1993,7,3,7/3/93
Castanea sativa ,1993,7,10,7/10/93
Castanea sativa ,1993,7,17,7/17/93
Castanea sativa ,1993,7,24,7/24/93
Castanea sativa ,1993,7,31,7/31/93
Castanea sativa ,1994,7,2,7/2/94
Castanea sativa ,1994,7,9,7/9/94
Castanea sativa ,1994,7,16,7/16/94
Castanea sativa ,1994,7,23,7/23/94
Castanea sativa ,1994,7,30,7/30/94
Castanea sativa ,1994,8,6,8/6/94
Castanea sativa ,1995,7,15,7/15/95
Castanea sativa ,1995,7,22,7/22/95
Castanea sativa ,1995,7,29,7/29/95
Castanea sativa ,1995,8,5,8/5/95
Castanea sativa ,1996,7,20,7/20/96
Castanea sativa ,1997,6,28,6/28/97
Castanea sativa ,1997,7,5,7/5/97
Castanea sativa ,1997,7,12,7/12/97
Castanea sativa ,1997,7,19,7/19/97
Castanea sativa ,1997,7,26,7/26/97
Castanea sativa ,1997,8,2,8/2/97
Castanea sativa ,1998,7,4,7/4/98
Castanea sativa ,1998,7,11,7/11/98
Castanea sativa ,1998,7,25,7/25/98
Castanea sativa ,1999,6,26,6/26/99
Castanea sativa ,1999,7,3,7/3/99
Castanea sativa ,1999,7,10,7/10/99
Castanea sativa ,1999,7,24,7/24/99
Castanea sativa ,2000,7,1,7/1/00
Castanea sativa ,2000,7,8,7/8/00
Castanea sativa ,2000,7,22,7/22/00
Castanea sativa ,2001,6,30,6/30/01
Castanea sativa ,2001,7,7,7/7/01
Castanea sativa ,2001,7,21,7/21/01
Castanea sativa ,2002,7,6,7/6/02
Castanea sativa ,2002,7,20,7/20/02
Castanea sativa ,2003,6,21,6/21/03
Castanea sativa ,2003,7,12,7/12/03
Castanea sativa ,2004,7,3,7/3/04
Castanea sativa ,2004,7,17,7/17/04
Castanea sativa ,2005,7,1,7/1/05
Castanea sativa ,2005,7,16,7/16/05
Castanea sativa ,2005,7,30,7/30/05
Castanea sativa ,2006,7,8,7/8/06
Castanea sativa ,2006,7,15,7/15/06
Castanea sativa ,2006,7,29,7/29/06
Castanea sativa ,2007,6,30,6/30/07
Castanea sativa ,2007,7,7,7/7/07
Castanea sativa ,2007,7,21,7/21/07
Castanea sativa ,2008,7,5,7/5/08
Castanea sativa ,2008,7,19,7/19/08
Castanea sativa ,2008,8,2,8/2/08
Castanea sativa ,2009,6,27,6/27/09
Castanea sativa ,2009,7,4,7/4/09
Castanea sativa ,2009,7,18,7/18/09
Castanea sativa ,2009,8,1,8/1/09
Castanea sativa ,2010,7,10,7/10/10
Castanea sativa ,2010,7,17,7/17/10
Castanea sativa ,2011,7,2,7/2/11
Castanea sativa ,2011,7,16,7/16/11
Ceratostigma willmottiana ,1995,7,1,7/1/95
Ceratostigma willmottiana ,1995,7,8,7/8/95
Ceratostigma willmottiana ,1995,7,15,7/15/95
Ceratostigma willmottiana ,1995,7,22,7/22/95
Ceratostigma willmottiana ,1995,7,29,7/29/95
Ceratostigma willmottiana ,1995,8,5,8/5/95
Ceratostigma willmottiana ,1995,8,12,8/12/95
Ceratostigma willmottiana ,1995,8,19,8/19/95
Ceratostigma willmottiana ,1995,8,26,8/26/95
Ceratostigma willmottiana ,1995,9,2,9/2/95
Ceratostigma willmottiana ,1995,9,9,9/9/95
Ceratostigma willmottiana ,1995,9,30,9/30/95
Ceratostigma willmottiana ,1995,10,7,10/7/95
Ceratostigma willmottiana ,1995,10,14,10/14/95
Ceratostigma willmottiana ,1995,10,21,10/21/95
Ceratostigma willmottiana ,1995,10,28,10/28/95
Ceratostigma willmottiana ,1995,11,4,11/4/95
Ceratostigma willmottiana ,1995,11,11,11/11/95
Ceratostigma willmottiana ,1996,7,13,7/13/96
Ceratostigma willmottiana ,1996,7,20,7/20/96
Ceratostigma willmottiana ,1996,8,10,8/10/96
Ceratostigma willmottiana ,1996,8,17,8/17/96
Ceratostigma willmottiana ,1996,8,24,8/24/96
Ceratostigma willmottiana ,1996,8,31,8/31/96
Ceratostigma willmottiana ,1996,9,7,9/7/96
Ceratostigma willmottiana ,1996,9,14,9/14/96
Ceratostigma willmottiana ,1996,9,21,9/21/96
Ceratostigma willmottiana ,1996,9,28,9/28/96
Ceratostigma willmottiana ,1996,10,5,10/5/96
Ceratostigma willmottiana ,1996,10,12,10/12/96
Ceratostigma willmottiana ,1996,10,19,10/19/96
Ceratostigma willmottiana ,1996,10,26,10/26/96
Ceratostigma willmottiana ,1996,11,2,11/2/96
Ceratostigma willmottiana ,1996,11,9,11/9/96
Ceratostigma willmottiana ,1996,11,16,11/16/96
Ceratostigma willmottiana ,1997,7,5,7/5/97
Ceratostigma willmottiana ,1997,7,12,7/12/97
Ceratostigma willmottiana ,1997,7,19,7/19/97
Ceratostigma willmottiana ,1997,7,26,7/26/97
Ceratostigma willmottiana ,1997,8,2,8/2/97
Ceratostigma willmottiana ,1997,8,9,8/9/97
Ceratostigma willmottiana ,1997,8,16,8/16/97
Ceratostigma willmottiana ,1997,8,23,8/23/97
Ceratostigma willmottiana ,1997,8,30,8/30/97
Ceratostigma willmottiana ,1997,9,6,9/6/97
Ceratostigma willmottiana ,1997,9,13,9/13/97
Ceratostigma willmottiana ,1997,9,20,9/20/97
Ceratostigma willmottiana ,1997,9,27,9/27/97
Ceratostigma willmottiana ,1997,10,4,10/4/97
Ceratostigma willmottiana ,1997,10,11,10/11/97
Ceratostigma willmottiana ,1997,10,25,10/25/97
Ceratostigma willmottiana ,1997,11,1,11/1/97
Ceratostigma willmottiana ,1997,11,8,11/8/97
Ceratostigma willmottiana ,1997,11,15,11/15/97
Ceratostigma willmottiana ,1997,11,22,11/22/97
Ceratostigma willmottiana ,1997,11,29,11/29/97
Ceratostigma willmottiana ,1998,7,11,7/11/98
Ceratostigma willmottiana ,1998,7,25,7/25/98
Ceratostigma willmottiana ,1998,8,8,8/8/98
Ceratostigma willmottiana ,1998,8,22,8/22/98
Ceratostigma willmottiana ,1998,9,5,9/5/98
Ceratostigma willmottiana ,1998,9,12,9/12/98
Ceratostigma willmottiana ,1998,9,19,9/19/98
Ceratostigma willmottiana ,1998,9,26,9/26/98
Ceratostigma willmottiana ,1998,10,3,10/3/98
Ceratostigma willmottiana ,1998,10,17,10/17/98
Ceratostigma willmottiana ,1998,10,31,10/31/98
Ceratostigma willmottiana ,1998,11,7,11/7/98
Ceratostigma willmottiana ,1998,11,14,11/14/98
Ceratostigma willmottiana ,1998,11,21,11/21/98
Ceratostigma willmottiana ,1999,6,26,6/26/99
Ceratostigma willmottiana ,1999,7,10,7/10/99
Ceratostigma willmottiana ,1999,7,24,7/24/99
