CO2	Heat	Water	Nutrient	plot	quad	year	species	relabund	flowerdate	funcgroup
2	2	2	1	15	2	2000	Vulpia	0		1
2	2	2	1	15	2	2000	Crepis	0		2
2	2	2	1	15	2	2000	Erodium	0		2
2	2	2	1	15	2	2000	Geranium	0.1	87	2
2	2	2	1	15	2	2000	Vicia	0	93	2
2	2	1	2	15	3	2000	Avena	0.5625	79	1
2	2	1	2	15	3	2000	Bromusd	0	76	1
2	2	1	2	15	3	2000	Bromush	0.270833333	69	1
2	2	1	2	15	3	2000	Lolium	0.083333333		1
2	2	1	2	15	3	2000	Vulpia	0		1
2	2	1	2	15	3	2000	Crepis	0		2
2	2	1	2	15	3	2000	Erodium	0		2
2	2	1	2	15	3	2000	Geranium	0.083333333	87	2
2	2	1	2	15	3	2000	Vicia	0		2
2	2	2	2	15	4	2000	Avena	0.469387755	79	1
2	2	2	2	15	4	2000	Bromusd	0	76	1
2	2	2	2	15	4	2000	Bromush	0.306122449	69	1
2	2	2	2	15	4	2000	Lolium	0.163265306		1
2	2	2	2	15	4	2000	Vulpia	0.020408163		1
2	2	2	2	15	4	2000	Crepis	0		2
2	2	2	2	15	4	2000	Erodium	0		2
2	2	2	2	15	4	2000	Geranium	0.040816327	87	2
2	2	2	2	15	4	2000	Vicia	0		2
1	2	1	2	16	1	2000	Avena	0.2	85	1
1	2	1	2	16	1	2000	Bromusd	0.08	87	1
1	2	1	2	16	1	2000	Bromush	0.22	69	1
1	2	1	2	16	1	2000	Lolium	0.44		1
1	2	1	2	16	1	2000	Vulpia	0		1
1	2	1	2	16	1	2000	Crepis	0		2
1	2	1	2	16	1	2000	Erodium	0		2
1	2	1	2	16	1	2000	Geranium	0.06	87	2
1	2	1	2	16	1	2000	Vicia	0		2
1	2	2	2	16	2	2000	Avena	0.24	79	1
1	2	2	2	16	2	2000	Bromusd	0.02		1
1	2	2	2	16	2	2000	Bromush	0.06	69	1
1	2	2	2	16	2	2000	Lolium	0.66		1
1	2	2	2	16	2	2000	Vulpia	0		1
1	2	2	2	16	2	2000	Crepis	0		2
1	2	2	2	16	2	2000	Erodium	0		2
1	2	2	2	16	2	2000	Geranium	0.02	90	2
1	2	2	2	16	2	2000	Vicia	0	87	2
1	2	1	1	16	3	2000	Avena	0.14	85	1
1	2	1	1	16	3	2000	Bromusd	0.02		1
1	2	1	1	16	3	2000	Bromush	0	59	1
1	2	1	1	16	3	2000	Lolium	0.76		1
1	2	1	1	16	3	2000	Vulpia	0		1
1	2	1	1	16	3	2000	Crepis	0		2
1	2	1	1	16	3	2000	Erodium	0		2
1	2	1	1	16	3	2000	Geranium	0.08	93	2
1	2	1	1	16	3	2000	Vicia	0	93	2
1	2	2	1	16	4	2000	Avena	0.16	87	1
1	2	2	1	16	4	2000	Bromusd	0.06	79	1
1	2	2	1	16	4	2000	Bromush	0.1	59	1
1	2	2	1	16	4	2000	Lolium	0.62		1
1	2	2	1	16	4	2000	Vulpia	0		1
1	2	2	1	16	4	2000	Crepis	0		2
1	2	2	1	16	4	2000	Erodium	0		2
1	2	2	1	16	4	2000	Geranium	0.06	79	2
1	2	2	1	16	4	2000	Vicia	0	93	2
1	1	2	1	17	1	2000	Avena	0.380952381	90	1
1	1	2	1	17	1	2000	Bromusd	0.047619048	79	1
1	1	2	1	17	1	2000	Bromush	0.30952381	66	1
1	1	2	1	17	1	2000	Lolium	0.095238095		1
1	1	2	1	17	1	2000	Vulpia	0		1
1	1	2	1	17	1	2000	Crepis	0		2
1	1	2	1	17	1	2000	Erodium	0		2
1	1	2	1	17	1	2000	Geranium	0.166666667	87	2
1	1	2	1	17	1	2000	Vicia	0	87	2
1	1	1	1	17	2	2000	Avena	0.068181818	87	1
1	1	1	1	17	2	2000	Bromusd	0.022727273	79	1
1	1	1	1	17	2	2000	Bromush	0.5	66	1
1	1	1	1	17	2	2000	Lolium	0.159090909		1
1	1	1	1	17	2	2000	Vulpia	0.045454545		1
1	1	1	1	17	2	2000	Crepis	0		2
1	1	1	1	17	2	2000	Erodium	0.090909091		2
1	1	1	1	17	2	2000	Geranium	0.113636364	93	2
1	1	1	1	17	2	2000	Vicia	0	90	2
1	1	2	2	17	3	2000	Avena	0.12	87	1
1	1	2	2	17	3	2000	Bromusd	0.26	76	1
1	1	2	2	17	3	2000	Bromush	0.34	66	1
1	1	2	2	17	3	2000	Lolium	0.18		1
1	1	2	2	17	3	2000	Vulpia	0.02		1
1	1	2	2	17	3	2000	Crepis	0.02		2
1	1	2	2	17	3	2000	Erodium	0		2
1	1	2	2	17	3	2000	Geranium	0.06	90	2
1	1	2	2	17	3	2000	Vicia	0		2
1	1	1	2	17	4	2000	Avena	0.36	87	1
1	1	1	2	17	4	2000	Bromusd	0.16	76	1
1	1	1	2	17	4	2000	Bromush	0.42	66	1
1	1	1	2	17	4	2000	Lolium	0		1
1	1	1	2	17	4	2000	Vulpia	0		1
1	1	1	2	17	4	2000	Crepis	0		2
1	1	1	2	17	4	2000	Erodium	0		2
1	1	1	2	17	4	2000	Geranium	0.06	90	2
1	1	1	2	17	4	2000	Vicia	0		2
2	1	1	2	18	1	2000	Avena	0.041666667	90	1
2	1	1	2	18	1	2000	Bromusd	0		1
2	1	1	2	18	1	2000	Bromush	0.0625	82	1
2	1	1	2	18	1	2000	Lolium	0.75		1
2	1	1	2	18	1	2000	Vulpia	0.104166667		1
2	1	1	2	18	1	2000	Crepis	0		2
2	1	1	2	18	1	2000	Erodium	0		2
2	1	1	2	18	1	2000	Geranium	0.020833333	87	2
2	1	1	2	18	1	2000	Vicia	0.020833333	87	2
2	1	1	1	18	2	2000	Avena	0.12	87	1
2	1	1	1	18	2	2000	Bromusd	0	76	1
2	1	1	1	18	2	2000	Bromush	0.26	66	1
2	1	1	1	18	2	2000	Lolium	0.56		1
2	1	1	1	18	2	2000	Vulpia	0		1
2	1	1	1	18	2	2000	Crepis	0		2
2	1	1	1	18	2	2000	Erodium	0		2
2	1	1	1	18	2	2000	Geranium	0.06	87	2
2	1	1	1	18	2	2000	Vicia	0	76	2
2	1	2	1	18	3	2000	Avena	0.5	87	1
2	1	2	1	18	3	2000	Bromusd	0	76	1
2	1	2	1	18	3	2000	Bromush	0	76	1
2	1	2	1	18	3	2000	Lolium	0.404761905		1
2	1	2	1	18	3	2000	Vulpia	0		1
2	1	2	1	18	3	2000	Crepis	0.071428571		2
2	1	2	1	18	3	2000	Erodium	0		2
2	1	2	1	18	3	2000	Geranium	0.023809524	90	2
2	1	2	1	18	3	2000	Vicia	0	93	2
2	1	2	2	18	4	2000	Avena	0.166666667	87	1
2	1	2	2	18	4	2000	Bromusd	0.023809524	76	1
2	1	2	2	18	4	2000	Bromush	0.428571429	82	1
2	1	2	2	18	4	2000	Lolium	0.261904762		1
2	1	2	2	18	4	2000	Vulpia	0.119047619		1
2	1	2	2	18	4	2000	Crepis	0		2
2	1	2	2	18	4	2000	Erodium	0		2
2	1	2	2	18	4	2000	Geranium	0	90	2
2	1	2	2	18	4	2000	Vicia	0	93	2
2	2	2	1	19	1	2000	Avena	0.155555556	93	1
2	2	2	1	19	1	2000	Bromusd	0.133333333	76	1
2	2	2	1	19	1	2000	Bromush	0.244444444	59	1
2	2	2	1	19	1	2000	Lolium	0.222222222		1
2	2	2	1	19	1	2000	Vulpia	0.088888889		1
2	2	2	1	19	1	2000	Crepis	0		2
2	2	2	1	19	1	2000	Erodium	0		2
2	2	2	1	19	1	2000	Geranium	0.111111111	82	2
2	2	2	1	19	1	2000	Vicia	0.044444444	93	2
2	2	2	2	19	2	2000	Avena	0.285714286	87	1
2	2	2	2	19	2	2000	Bromusd	0.142857143	69	1
2	2	2	2	19	2	2000	Bromush	0.244897959	66	1
2	2	2	2	19	2	2000	Lolium	0.040816327		1
2	2	2	2	19	2	2000	Vulpia	0		1
2	2	2	2	19	2	2000	Crepis	0		2
2	2	2	2	19	2	2000	Erodium	0		2
2	2	2	2	19	2	2000	Geranium	0.12244898	79	2
2	2	2	2	19	2	2000	Vicia	0.163265306	79	2
2	2	1	2	19	3	2000	Avena	0.16	87	1
2	2	1	2	19	3	2000	Bromusd	0.02	69	1
2	2	1	2	19	3	2000	Bromush	0.42	69	1
2	2	1	2	19	3	2000	Lolium	0.08		1
2	2	1	2	19	3	2000	Vulpia	0.08		1
2	2	1	2	19	3	2000	Crepis	0		2
2	2	1	2	19	3	2000	Erodium	0		2
2	2	1	2	19	3	2000	Geranium	0.24	79	2
2	2	1	2	19	3	2000	Vicia	0	90	2
2	2	1	1	19	4	2000	Avena	0.12	82	1
2	2	1	1	19	4	2000	Bromusd	0.02	69	1
2	2	1	1	19	4	2000	Bromush	0.42	66	1
2	2	1	1	19	4	2000	Lolium	0		1
2	2	1	1	19	4	2000	Vulpia	0.24		1
2	2	1	1	19	4	2000	Crepis	0		2
2	2	1	1	19	4	2000	Erodium	0		2
2	2	1	1	19	4	2000	Geranium	0.2	79	2
2	2	1	1	19	4	2000	Vicia	0	98	2
1	2	2	2	20	1	2000	Avena	0.204545455	85	1
1	2	2	2	20	1	2000	Bromusd	0.113636364	76	1
1	2	2	2	20	1	2000	Bromush	0.590909091	76	1
1	2	2	2	20	1	2000	Lolium	0		1
1	2	2	2	20	1	2000	Vulpia	0		1
1	2	2	2	20	1	2000	Crepis	0		2
1	2	2	2	20	1	2000	Erodium	0		2
1	2	2	2	20	1	2000	Geranium	0.090909091	82	2
1	2	2	2	20	1	2000	Vicia	0		2
1	2	2	1	20	2	2000	Avena	0.311111111	85	1
1	2	2	1	20	2	2000	Bromusd	0.133333333	76	1
1	2	2	1	20	2	2000	Bromush	0.466666667	66	1
1	2	2	1	20	2	2000	Lolium	0		1
1	2	2	1	20	2	2000	Vulpia	0		1
1	2	2	1	20	2	2000	Crepis	0		2
1	2	2	1	20	2	2000	Erodium	0		2
1	2	2	1	20	2	2000	Geranium	0.022222222	87	2
1	2	2	1	20	2	2000	Vicia	0.066666667	87	2
1	2	1	1	20	3	2000	Avena	0.466666667	88	1
1	2	1	1	20	3	2000	Bromusd	0.088888889	76	1
1	2	1	1	20	3	2000	Bromush	0.222222222	66	1
1	2	1	1	20	3	2000	Lolium	0.088888889		1
1	2	1	1	20	3	2000	Vulpia	0.022222222		1
1	2	1	1	20	3	2000	Crepis	0		2
1	2	1	1	20	3	2000	Erodium	0		2
1	2	1	1	20	3	2000	Geranium	0.088888889	93	2
1	2	1	1	20	3	2000	Vicia	0.022222222	93	2
1	2	1	2	20	4	2000	Avena	0.469387755	82	1
1	2	1	2	20	4	2000	Bromusd	0.102040816	76	1
1	2	1	2	20	4	2000	Bromush	0.346938776	69	1
1	2	1	2	20	4	2000	Lolium	0		1
1	2	1	2	20	4	2000	Vulpia	0		1
1	2	1	2	20	4	2000	Crepis	0		2
1	2	1	2	20	4	2000	Erodium	0		2
1	2	1	2	20	4	2000	Geranium	0.06122449	93	2
1	2	1	2	20	4	2000	Vicia	0.020408163	98	2
2	1	2	1	21	1	2000	Avena	0.36	98	1
2	1	2	1	21	1	2000	Bromusd	0.28	79	1
2	1	2	1	21	1	2000	Bromush	0.1	76	1
2	1	2	1	21	1	2000	Lolium	0		1
2	1	2	1	21	1	2000	Vulpia	0		1
2	1	2	1	21	1	2000	Crepis	0		2
2	1	2	1	21	1	2000	Erodium	0		2
2	1	2	1	21	1	2000	Geranium	0.2	98	2
2	1	2	1	21	1	2000	Vicia	0.06	90	2
2	1	1	1	21	2	2000	Avena	0.425531915	90	1
2	1	1	1	21	2	2000	Bromusd	0.085106383	76	1
2	1	1	1	21	2	2000	Bromush	0.361702128	76	1
2	1	1	1	21	2	2000	Lolium	0		1
2	1	1	1	21	2	2000	Vulpia	0		1
2	1	1	1	21	2	2000	Crepis	0		2
2	1	1	1	21	2	2000	Erodium	0		2
2	1	1	1	21	2	2000	Geranium	0.063829787	98	2
2	1	1	1	21	2	2000	Vicia	0.063829787	93	2
2	1	1	2	21	3	2000	Avena	0.469387755	87	1
2	1	1	2	21	3	2000	Bromusd	0.020408163		1
2	1	1	2	21	3	2000	Bromush	0.306122449	76	1
2	1	1	2	21	3	2000	Lolium	0		1
2	1	1	2	21	3	2000	Vulpia	0.102040816		1
2	1	1	2	21	3	2000	Crepis	0		2
2	1	1	2	21	3	2000	Erodium	0		2
2	1	1	2	21	3	2000	Geranium	0.06122449		2
2	1	1	2	21	3	2000	Vicia	0.040816327	90	2
2	1	2	2	21	4	2000	Avena	0.769230769	90	1
2	1	2	2	21	4	2000	Bromusd	0.179487179	76	1
2	1	2	2	21	4	2000	Bromush	0.025641026	76	1
2	1	2	2	21	4	2000	Lolium	0		1
2	1	2	2	21	4	2000	Vulpia	0		1
2	1	2	2	21	4	2000	Crepis	0		2
2	1	2	2	21	4	2000	Erodium	0		2
2	1	2	2	21	4	2000	Geranium	0		2
2	1	2	2	21	4	2000	Vicia	0.025641026		2
1	2	2	2	22	1	2000	Avena	0.333333333	93	1
1	2	2	2	22	1	2000	Bromusd	0.194444444	76	1
1	2	2	2	22	1	2000	Bromush	0.277777778	69	1
1	2	2	2	22	1	2000	Lolium	0.027777778		1
1	2	2	2	22	1	2000	Vulpia	0.027777778		1
1	2	2	2	22	1	2000	Crepis	0		2
1	2	2	2	22	1	2000	Erodium	0		2
1	2	2	2	22	1	2000	Geranium	0.083333333	98	2
1	2	2	2	22	1	2000	Vicia	0.055555556	90	2
1	2	1	1	22	2	2000	Avena	0.708333333	79	1
1	2	1	1	22	2	2000	Bromusd	0.0625	76	1
1	2	1	1	22	2	2000	Bromush	0.041666667	66	1
1	2	1	1	22	2	2000	Lolium	0		1
1	2	1	1	22	2	2000	Vulpia	0.020833333		1
1	2	1	1	22	2	2000	Crepis	0		2
1	2	1	1	22	2	2000	Erodium	0		2
1	2	1	1	22	2	2000	Geranium	0.104166667	93	2
1	2	1	1	22	2	2000	Vicia	0.0625	69	2
1	2	2	1	22	3	2000	Avena	0.446808511	82	1
1	2	2	1	22	3	2000	Bromusd	0.127659574	69	1
1	2	2	1	22	3	2000	Bromush	0.276595745	66	1
1	2	2	1	22	3	2000	Lolium	0		1
1	2	2	1	22	3	2000	Vulpia	0.021276596		1
1	2	2	1	22	3	2000	Crepis	0.085106383		2
1	2	2	1	22	3	2000	Erodium	0		2
1	2	2	1	22	3	2000	Geranium	0.021276596		2
1	2	2	1	22	3	2000	Vicia	0.021276596		2
1	2	1	2	22	4	2000	Avena	0.612244898	82	1
1	2	1	2	22	4	2000	Bromusd	0.102040816	76	1
1	2	1	2	22	4	2000	Bromush	0.163265306	66	1
1	2	1	2	22	4	2000	Lolium	0		1
1	2	1	2	22	4	2000	Vulpia	0.020408163		1
1	2	1	2	22	4	2000	Crepis	0.06122449		2
1	2	1	2	22	4	2000	Erodium	0		2
1	2	1	2	22	4	2000	Geranium	0.040816327		2
1	2	1	2	22	4	2000	Vicia	0	76	2
1	1	1	2	23	1	2000	Avena	0.191489362	98	1
1	1	1	2	23	1	2000	Bromusd	0.085106383	79	1
1	1	1	2	23	1	2000	Bromush	0.617021277	76	1
1	1	1	2	23	1	2000	Lolium	0		1
1	1	1	2	23	1	2000	Vulpia	0		1
1	1	1	2	23	1	2000	Crepis	0		2
1	1	1	2	23	1	2000	Erodium	0		2
1	1	1	2	23	1	2000	Geranium	0.063829787		2
1	1	1	2	23	1	2000	Vicia	0.042553191	98	2
1	1	1	1	23	2	2000	Avena	0.553191489	82	1
1	1	1	1	23	2	2000	Bromusd	0.127659574	76	1
1	1	1	1	23	2	2000	Bromush	0.212765957	76	1
1	1	1	1	23	2	2000	Lolium	0		1
1	1	1	1	23	2	2000	Vulpia	0		1
1	1	1	1	23	2	2000	Crepis	0		2
1	1	1	1	23	2	2000	Erodium	0		2
1	1	1	1	23	2	2000	Geranium	0.085106383		2
1	1	1	1	23	2	2000	Vicia	0.021276596	93	2
1	1	2	1	23	3	2000	Avena	0.387755102	87	1
1	1	2	1	23	3	2000	Bromusd	0.102040816	79	1
1	1	2	1	23	3	2000	Bromush	0.367346939	76	1
1	1	2	1	23	3	2000	Lolium	0		1
1	1	2	1	23	3	2000	Vulpia	0.06122449		1
1	1	2	1	23	3	2000	Crepis	0		2
1	1	2	1	23	3	2000	Erodium	0		2
1	1	2	1	23	3	2000	Geranium	0.081632653	98	2
1	1	2	1	23	3	2000	Vicia	0	93	2
1	1	2	2	23	4	2000	Avena	0.456521739	87	1
1	1	2	2	23	4	2000	Bromusd	0.347826087	79	1
1	1	2	2	23	4	2000	Bromush	0.173913043	76	1
1	1	2	2	23	4	2000	Lolium	0		1
1	1	2	2	23	4	2000	Vulpia	0		1
1	1	2	2	23	4	2000	Crepis	0		2
1	1	2	2	23	4	2000	Erodium	0		2
1	1	2	2	23	4	2000	Geranium	0.02173913		2
1	1	2	2	23	4	2000	Vicia	0	98	2
2	2	2	2	24	1	2000	Avena	0.551020408	87	1
2	2	2	2	24	1	2000	Bromusd	0.06122449		1
2	2	2	2	24	1	2000	Bromush	0.102040816	69	1
2	2	2	2	24	1	2000	Lolium	0		1
2	2	2	2	24	1	2000	Vulpia	0		1
2	2	2	2	24	1	2000	Crepis	0		2
2	2	2	2	24	1	2000	Erodium	0		2
2	2	2	2	24	1	2000	Geranium	0.204081633	93	2
2	2	2	2	24	1	2000	Vicia	0.081632653	87	2
2	2	1	1	24	2	2000	Avena	0.511627907	87	1
2	2	1	1	24	2	2000	Bromusd	0.023255814		1
2	2	1	1	24	2	2000	Bromush	0.093023256	66	1
2	2	1	1	24	2	2000	Lolium	0.069767442		1
2	2	1	1	24	2	2000	Vulpia	0		1
2	2	1	1	24	2	2000	Crepis	0.186046512		2
2	2	1	1	24	2	2000	Erodium	0		2
2	2	1	1	24	2	2000	Geranium	0.093023256	93	2
2	2	1	1	24	2	2000	Vicia	0.023255814	66	2
2	2	1	2	24	3	2000	Avena	0.367346939	85	1
2	2	1	2	24	3	2000	Bromusd	0	76	1
2	2	1	2	24	3	2000	Bromush	0.306122449	69	1
2	2	1	2	24	3	2000	Lolium	0.163265306		1
2	2	1	2	24	3	2000	Vulpia	0		1
2	2	1	2	24	3	2000	Crepis	0		2
2	2	1	2	24	3	2000	Erodium	0		2
2	2	1	2	24	3	2000	Geranium	0.06122449	93	2
2	2	1	2	24	3	2000	Vicia	0.102040816	76	2
2	2	2	1	24	4	2000	Avena	0.729166667	90	1
2	2	2	1	24	4	2000	Bromusd	0.041666667	82	1
2	2	2	1	24	4	2000	Bromush	0.0625	76	1
2	2	2	1	24	4	2000	Lolium	0.020833333		1
2	2	2	1	24	4	2000	Vulpia	0		1
2	2	2	1	24	4	2000	Crepis	0		2
2	2	2	1	24	4	2000	Erodium	0		2
2	2	2	1	24	4	2000	Geranium	0.104166667	93	2
2	2	2	1	24	4	2000	Vicia	0.041666667	76	2
2	1	2	1	25	1	2000	Avena	0.326086957	90	1
2	1	2	1	25	1	2000	Bromusd	0		1
2	1	2	1	25	1	2000	Bromush	0.108695652	76	1
2	1	2	1	25	1	2000	Lolium	0.413043478		1
2	1	2	1	25	1	2000	Vulpia	0		1
2	1	2	1	25	1	2000	Crepis	0		2
2	1	2	1	25	1	2000	Erodium	0		2
2	1	2	1	25	1	2000	Geranium	0.130434783	98	2
2	1	2	1	25	1	2000	Vicia	0.02173913	82	2
2	1	1	2	25	2	2000	Avena	0.32	87	1
2	1	1	2	25	2	2000	Bromusd	0	76	1
2	1	1	2	25	2	2000	Bromush	0.14	76	1
2	1	1	2	25	2	2000	Lolium	0.46		1
2	1	1	2	25	2	2000	Vulpia	0.04		1
2	1	1	2	25	2	2000	Crepis	0		2
2	1	1	2	25	2	2000	Erodium	0		2
2	1	1	2	25	2	2000	Geranium	0.02	87	2
2	1	1	2	25	2	2000	Vicia	0.02	79	2
2	1	2	2	25	3	2000	Avena	0.382978723	93	1
2	1	2	2	25	3	2000	Bromusd	0.021276596	90	1
2	1	2	2	25	3	2000	Bromush	0.234042553	76	1
2	1	2	2	25	3	2000	Lolium	0.29787234		1
2	1	2	2	25	3	2000	Vulpia	0.021276596		1
2	1	2	2	25	3	2000	Crepis	0		2
2	1	2	2	25	3	2000	Erodium	0		2
2	1	2	2	25	3	2000	Geranium	0.021276596	93	2
2	1	2	2	25	3	2000	Vicia	0.021276596	76	2
2	1	1	1	25	4	2000	Avena	0.34	90	1
2	1	1	1	25	4	2000	Bromusd	0		1
2	1	1	1	25	4	2000	Bromush	0.24	76	1
2	1	1	1	25	4	2000	Lolium	0.06		1
2	1	1	1	25	4	2000	Vulpia	0		1
2	1	1	1	25	4	2000	Crepis	0.22		2
2	1	1	1	25	4	2000	Erodium	0		2
2	1	1	1	25	4	2000	Geranium	0.12	93	2
2	1	1	1	25	4	2000	Vicia	0.02	69	2
1	2	2	2	26	1	2000	Avena	0.387755102	85	1
1	2	2	2	26	1	2000	Bromusd	0.06122449	69	1
1	2	2	2	26	1	2000	Bromush	0.285714286	66	1
1	2	2	2	26	1	2000	Lolium	0		1
1	2	2	2	26	1	2000	Vulpia	0.020408163		1
1	2	2	2	26	1	2000	Crepis	0		2
1	2	2	2	26	1	2000	Erodium	0		2
1	2	2	2	26	1	2000	Geranium	0.183673469	79	2
1	2	2	2	26	1	2000	Vicia	0.06122449		2
1	2	2	1	26	2	2000	Avena	0.369565217	79	1
1	2	2	1	26	2	2000	Bromusd	0	76	1
1	2	2	1	26	2	2000	Bromush	0.369565217	59	1
1	2	2	1	26	2	2000	Lolium	0		1
1	2	2	1	26	2	2000	Vulpia	0		1
1	2	2	1	26	2	2000	Crepis	0		2
1	2	2	1	26	2	2000	Erodium	0		2
1	2	2	1	26	2	2000	Geranium	0.195652174	87	2
1	2	2	1	26	2	2000	Vicia	0.065217391		2
1	2	1	1	26	3	2000	Avena	0.404255319	76	1
1	2	1	1	26	3	2000	Bromusd	0.021276596	76	1
1	2	1	1	26	3	2000	Bromush	0.191489362	59	1
1	2	1	1	26	3	2000	Lolium	0		1
1	2	1	1	26	3	2000	Vulpia	0		1
1	2	1	1	26	3	2000	Crepis	0		2
1	2	1	1	26	3	2000	Erodium	0.085106383		2
1	2	1	1	26	3	2000	Geranium	0.14893617	93	2
1	2	1	1	26	3	2000	Vicia	0.14893617		2
1	2	1	2	26	4	2000	Avena	0.520833333	89	1
1	2	1	2	26	4	2000	Bromusd	0	90	1
1	2	1	2	26	4	2000	Bromush	0.291666667	66	1
1	2	1	2	26	4	2000	Lolium	0		1
1	2	1	2	26	4	2000	Vulpia	0		1
1	2	1	2	26	4	2000	Crepis	0.020833333		2
1	2	1	2	26	4	2000	Erodium	0		2
1	2	1	2	26	4	2000	Geranium	0.166666667	79	2
1	2	1	2	26	4	2000	Vicia	0		2
1	1	1	2	27	1	2000	Avena	0.033333333		1
1	1	1	2	27	1	2000	Bromusd	0	87	1
1	1	1	2	27	1	2000	Bromush	0.4	87	1
1	1	1	2	27	1	2000	Lolium	0.366666667		1
1	1	1	2	27	1	2000	Vulpia	0		1
1	1	1	2	27	1	2000	Crepis	0		2
1	1	1	2	27	1	2000	Erodium	0		2
1	1	1	2	27	1	2000	Geranium	0.2	93	2
1	1	1	2	27	1	2000	Vicia	0		2
1	1	2	2	27	2	2000	Avena	0		1
1	1	2	2	27	2	2000	Bromusd	0	76	1
1	1	2	2	27	2	2000	Bromush	0.763157895	76	1
1	1	2	2	27	2	2000	Lolium	0.131578947		1
1	1	2	2	27	2	2000	Vulpia	0.105263158		1
1	1	2	2	27	2	2000	Crepis	0		2
1	1	2	2	27	2	2000	Erodium	0		2
1	1	2	2	27	2	2000	Geranium	0	98	2
1	1	2	2	27	2	2000	Vicia	0		2
1	1	1	1	27	3	2000	Avena	0.111111111	87	1
1	1	1	1	27	3	2000	Bromusd	0	76	1
1	1	1	1	27	3	2000	Bromush	0.733333333	69	1
1	1	1	1	27	3	2000	Lolium	0		1
1	1	1	1	27	3	2000	Vulpia	0.022222222		1
1	1	1	1	27	3	2000	Crepis	0		2
1	1	1	1	27	3	2000	Erodium	0.044444444		2
1	1	1	1	27	3	2000	Geranium	0.088888889	93	2
1	1	1	1	27	3	2000	Vicia	0	90	2
1	1	2	1	27	4	2000	Avena	0	93	1
1	1	2	1	27	4	2000	Bromusd	0.027777778	76	1
1	1	2	1	27	4	2000	Bromush	0.388888889	76	1
1	1	2	1	27	4	2000	Lolium	0.222222222		1
1	1	2	1	27	4	2000	Vulpia	0.083333333		1
1	1	2	1	27	4	2000	Crepis	0		2
1	1	2	1	27	4	2000	Erodium	0.027777778		2
1	1	2	1	27	4	2000	Geranium	0.25	87	2
1	1	2	1	27	4	2000	Vicia	0		2
2	1	1	1	28	1	2000	Avena	0.1	90	1
2	1	1	1	28	1	2000	Bromusd	0.075		1
2	1	1	1	28	1	2000	Bromush	0.6	76	1
2	1	1	1	28	1	2000	Lolium	0.1		1
2	1	1	1	28	1	2000	Vulpia	0		1
2	1	1	1	28	1	2000	Crepis	0.025		2
2	1	1	1	28	1	2000	Erodium	0		2
2	1	1	1	28	1	2000	Geranium	0.075	98	2
2	1	1	1	28	1	2000	Vicia	0.025	93	2
2	1	2	1	28	2	2000	Avena	0.176470588	93	1
2	1	2	1	28	2	2000	Bromusd	0.058823529		1
2	1	2	1	28	2	2000	Bromush	0.529411765	79	1
2	1	2	1	28	2	2000	Lolium	0.147058824		1
2	1	2	1	28	2	2000	Vulpia	0.029411765		1
2	1	2	1	28	2	2000	Crepis	0.029411765		2
2	1	2	1	28	2	2000	Erodium	0		2
2	1	2	1	28	2	2000	Geranium	0.029411765	98	2
2	1	2	1	28	2	2000	Vicia	0		2
2	1	1	2	28	3	2000	Avena	0.212121212	93	1
2	1	1	2	28	3	2000	Bromusd	0		1
2	1	1	2	28	3	2000	Bromush	0.393939394	90	1
2	1	1	2	28	3	2000	Lolium	0.060606061		1
2	1	1	2	28	3	2000	Vulpia	0.151515152		1
2	1	1	2	28	3	2000	Crepis	0.121212121		2
2	1	1	2	28	3	2000	Erodium	0		2
2	1	1	2	28	3	2000	Geranium	0.060606061	93	2
2	1	1	2	28	3	2000	Vicia	0	98	2
2	1	2	2	28	4	2000	Avena	0.243902439	90	1
2	1	2	2	28	4	2000	Bromusd	0		1
2	1	2	2	28	4	2000	Bromush	0.56097561	82	1
2	1	2	2	28	4	2000	Lolium	0.048780488		1
2	1	2	2	28	4	2000	Vulpia	0.073170732		1
2	1	2	2	28	4	2000	Crepis	0.024390244		2
2	1	2	2	28	4	2000	Erodium	0		2
2	1	2	2	28	4	2000	Geranium	0.048780488	93	2
2	1	2	2	28	4	2000	Vicia	0	93	2
2	2	1	1	29	1	2000	Avena	0.272727273	87	1
2	2	1	1	29	1	2000	Bromusd	0.03030303	76	1
2	2	1	1	29	1	2000	Bromush	0.121212121	66	1
2	2	1	1	29	1	2000	Lolium	0.272727273		1
2	2	1	1	29	1	2000	Vulpia	0.242424242		1
2	2	1	1	29	1	2000	Crepis	0		2
2	2	1	1	29	1	2000	Erodium	0		2
2	2	1	1	29	1	2000	Geranium	0.060606061		2
2	2	1	1	29	1	2000	Vicia	0		2
2	2	2	2	29	2	2000	Avena	0.405405405	87	1
2	2	2	2	29	2	2000	Bromusd	0.027027027		1
2	2	2	2	29	2	2000	Bromush	0.189189189	76	1
2	2	2	2	29	2	2000	Lolium	0.135135135		1
2	2	2	2	29	2	2000	Vulpia	0.027027027		1
2	2	2	2	29	2	2000	Crepis	0.189189189		2
2	2	2	2	29	2	2000	Erodium	0		2
2	2	2	2	29	2	2000	Geranium	0.027027027		2
2	2	2	2	29	2	2000	Vicia	0		2
2	2	1	2	29	3	2000	Avena	0.222222222	87	1
2	2	1	2	29	3	2000	Bromusd	0.022222222		1
2	2	1	2	29	3	2000	Bromush	0.422222222	76	1
2	2	1	2	29	3	2000	Lolium	0.111111111		1
