plot,date,day of year,year,decimal year,day,VWC,comments,
9,5/31/11,151,2011,2011.410959,1247,0.183,,
10,5/31/11,151,2011,2011.410959,1247,0.206,,
11,5/31/11,151,2011,2011.410959,1247,0.204,,
12,5/31/11,151,2011,2011.410959,1247,0.233,,
13,5/31/11,151,2011,2011.410959,1247,0.136,,
14,5/31/11,151,2011,2011.410959,1247,0.194,,
15,5/31/11,151,2011,2011.410959,1247,0.139,,
16,5/31/11,151,2011,2011.410959,1247,0.108,,
17,5/31/11,151,2011,2011.410959,1247,0.163,,
18,5/31/11,151,2011,2011.410959,1247,0.199,,
19,5/31/11,151,2011,2011.410959,1247,.,,
20,5/31/11,151,2011,2011.410959,1247,0.211,,
21,5/31/11,151,2011,2011.410959,1247,0.116,,
22,5/31/11,151,2011,2011.410959,1247,0.115,,
23,5/31/11,151,2011,2011.410959,1247,0.186,,
24,5/31/11,151,2011,2011.410959,1247,0.182,,
25,5/31/11,151,2011,2011.410959,1247,0.169,,
26,5/31/11,151,2011,2011.410959,1247,0.173,,
27,5/31/11,151,2011,2011.410959,1247,0.096,,
28,5/31/11,151,2011,2011.410959,1247,0.096,,
29,5/31/11,151,2011,2011.410959,1247,0.111,,
30,5/31/11,151,2011,2011.410959,1247,0.159,,
31,5/31/11,151,2011,2011.410959,1247,0.183,,
32,5/31/11,151,2011,2011.410959,1247,0.178,,
33,5/31/11,151,2011,2011.410959,1247,43,,
34,5/31/11,151,2011,2011.410959,1247,0.116,,
35,5/31/11,151,2011,2011.410959,1247,0.105,,
36,5/31/11,151,2011,2011.410959,1247,0.058,,
1,6/6/11,157,2011,2011.427397,1253,0.08,,
2,6/6/11,157,2011,2011.427397,1253,0.138,,
3,6/6/11,157,2011,2011.427397,1253,0.135,,
4,6/6/11,157,2011,2011.427397,1253,0.083,,
5,6/6/11,157,2011,2011.427397,1253,0.088,,
6,6/6/11,157,2011,2011.427397,1253,0.106,,
7,6/6/11,157,2011,2011.427397,1253,0.168,,
8,6/6/11,157,2011,2011.427397,1253,0.115,,
9,6/6/11,157,2011,2011.427397,1253,0.147,,
10,6/6/11,157,2011,2011.427397,1253,0.177,,
11,6/6/11,157,2011,2011.427397,1253,0.176,,
12,6/6/11,157,2011,2011.427397,1253,0.197,,
13,6/6/11,157,2011,2011.427397,1253,0.091,,
14,6/6/11,157,2011,2011.427397,1253,0.112,,
15,6/6/11,157,2011,2011.427397,1253,0.087,,
16,6/6/11,157,2011,2011.427397,1253,0.125,,
17,6/6/11,157,2011,2011.427397,1253,0.141,,
18,6/6/11,157,2011,2011.427397,1253,0.182,,
19,6/6/11,157,2011,2011.427397,1253,.,,
20,6/6/11,157,2011,2011.427397,1253,0.174,,
21,6/6/11,157,2011,2011.427397,1253,0.082,,
22,6/6/11,157,2011,2011.427397,1253,0.081,,
23,6/6/11,157,2011,2011.427397,1253,0.162,,
24,6/6/11,157,2011,2011.427397,1253,0.143,,
25,6/6/11,157,2011,2011.427397,1253,0.125,,
26,6/6/11,157,2011,2011.427397,1253,0.151,,
27,6/6/11,157,2011,2011.427397,1253,0.085,,
28,6/6/11,157,2011,2011.427397,1253,0.075,,
29,6/6/11,157,2011,2011.427397,1253,0.078,,
30,6/6/11,157,2011,2011.427397,1253,0.115,,
31,6/6/11,157,2011,2011.427397,1253,0.138,,
32,6/6/11,157,2011,2011.427397,1253,0.14,,
33,6/6/11,157,2011,2011.427397,1253,0.103,,
34,6/6/11,157,2011,2011.427397,1253,0.077,,
35,6/6/11,157,2011,2011.427397,1253,0.084,,
36,6/6/11,157,2011,2011.427397,1253,0.054,,
1,6/13/11,164,2011,2011.446575,1260,0.101,,
2,6/13/11,164,2011,2011.446575,1260,0.153,,
3,6/13/11,164,2011,2011.446575,1260,0.107,,
4,6/13/11,164,2011,2011.446575,1260,0.081,,
5,6/13/11,164,2011,2011.446575,1260,0.149,,
6,6/13/11,164,2011,2011.446575,1260,0.122,,
7,6/13/11,164,2011,2011.446575,1260,0.227,,
8,6/13/11,164,2011,2011.446575,1260,0.187,,
9,6/13/11,164,2011,2011.446575,1260,0.204,,
10,6/13/11,164,2011,2011.446575,1260,0.246,,
11,6/13/11,164,2011,2011.446575,1260,0.208,,
12,6/13/11,164,2011,2011.446575,1260,0.259,,
13,6/13/11,164,2011,2011.446575,1260,0.119,,
14,6/13/11,164,2011,2011.446575,1260,0.121,,
15,6/13/11,164,2011,2011.446575,1260,0.105,,
16,6/13/11,164,2011,2011.446575,1260,0.164,,
17,6/13/11,164,2011,2011.446575,1260,0.221,,
18,6/13/11,164,2011,2011.446575,1260,0.244,,
19,6/13/11,164,2011,2011.446575,1260,.,,
20,6/13/11,164,2011,2011.446575,1260,0.211,,
21,6/13/11,164,2011,2011.446575,1260,0.102,,
22,6/13/11,164,2011,2011.446575,1260,0.087,,
23,6/13/11,164,2011,2011.446575,1260,0.162,,
24,6/13/11,164,2011,2011.446575,1260,0.168,,
25,6/13/11,164,2011,2011.446575,1260,0.196,,
26,6/13/11,164,2011,2011.446575,1260,0.217,,
27,6/13/11,164,2011,2011.446575,1260,0.154,,
28,6/13/11,164,2011,2011.446575,1260,0.245,,
29,6/13/11,164,2011,2011.446575,1260,0.141,,
30,6/13/11,164,2011,2011.446575,1260,0.161,,
31,6/13/11,164,2011,2011.446575,1260,0.185,,
32,6/13/11,164,2011,2011.446575,1260,0.175,,
33,6/13/11,164,2011,2011.446575,1260,0.119,,
34,6/13/11,164,2011,2011.446575,1260,0.097,,
35,6/13/11,164,2011,2011.446575,1260,0.113,,
36,6/13/11,164,2011,2011.446575,1260,0.072,,
1,6/22/11,173,2011,2011.471233,1269,0.04,,
2,6/22/11,173,2011,2011.471233,1269,0.089,,
3,6/22/11,173,2011,2011.471233,1269,0.116,,
4,6/22/11,173,2011,2011.471233,1269,0.064,,
5,6/22/11,173,2011,2011.471233,1269,0.093,,
6,6/22/11,173,2011,2011.471233,1269,0.073,,
7,6/22/11,173,2011,2011.471233,1269,0.157,,
8,6/22/11,173,2011,2011.471233,1269,0.112,,
9,6/22/11,173,2011,2011.471233,1269,0.119,,
10,6/22/11,173,2011,2011.471233,1269,0.168,,
11,6/22/11,173,2011,2011.471233,1269,0.121,,
12,6/22/11,173,2011,2011.471233,1269,0.201,,
13,6/22/11,173,2011,2011.471233,1269,0.066,,
14,6/22/11,173,2011,2011.471233,1269,0.061,,
15,6/22/11,173,2011,2011.471233,1269,0.066,,
16,6/22/11,173,2011,2011.471233,1269,0.113,,
17,6/22/11,173,2011,2011.471233,1269,0.186,,
18,6/22/11,173,2011,2011.471233,1269,0.181,,
19,6/22/11,173,2011,2011.471233,1269,.,,
20,6/22/11,173,2011,2011.471233,1269,0.133,,
21,6/22/11,173,2011,2011.471233,1269,0.062,,
22,6/22/11,173,2011,2011.471233,1269,0.061,,
23,6/22/11,173,2011,2011.471233,1269,0.137,,
24,6/22/11,173,2011,2011.471233,1269,0.111,,
25,6/22/11,173,2011,2011.471233,1269,0.125,,
26,6/22/11,173,2011,2011.471233,1269,0.152,,
27,6/22/11,173,2011,2011.471233,1269,0.089,,
28,6/22/11,173,2011,2011.471233,1269,0.244,,
29,6/22/11,173,2011,2011.471233,1269,0.075,,
30,6/22/11,173,2011,2011.471233,1269,0.106,,
31,6/22/11,173,2011,2011.471233,1269,0.113,,
32,6/22/11,173,2011,2011.471233,1269,0.128,,
33,6/22/11,173,2011,2011.471233,1269,0.069,,
34,6/22/11,173,2011,2011.471233,1269,0.066,,
35,6/22/11,173,2011,2011.471233,1269,0.075,,
36,6/22/11,173,2011,2011.471233,1269,0.052,,
1,6/29/11,180,2011,2011.490411,1276,0.09,,
2,6/29/11,180,2011,2011.490411,1276,0.143,,
3,6/29/11,180,2011,2011.490411,1276,0.165,,
4,6/29/11,180,2011,2011.490411,1276,0.114,,
5,6/29/11,180,2011,2011.490411,1276,0.145,,
6,6/29/11,180,2011,2011.490411,1276,0.179,,
7,6/29/11,180,2011,2011.490411,1276,0.263,,
8,6/29/11,180,2011,2011.490411,1276,0.222,,
9,6/29/11,180,2011,2011.490411,1276,0.244,,
10,6/29/11,180,2011,2011.490411,1276,0.271,,
11,6/29/11,180,2011,2011.490411,1276,0.234,,
12,6/29/11,180,2011,2011.490411,1276,0.286,,
13,6/29/11,180,2011,2011.490411,1276,0.178,,
14,6/29/11,180,2011,2011.490411,1276,0.177,,
15,6/29/11,180,2011,2011.490411,1276,0.213,,
16,6/29/11,180,2011,2011.490411,1276,0.205,,
17,6/29/11,180,2011,2011.490411,1276,0.244,,
18,6/29/11,180,2011,2011.490411,1276,0.257,,
19,6/29/11,180,2011,2011.490411,1276,.,,
20,6/29/11,180,2011,2011.490411,1276,0.221,,
21,6/29/11,180,2011,2011.490411,1276,0.097,,
22,6/29/11,180,2011,2011.490411,1276,0.083,,
23,6/29/11,180,2011,2011.490411,1276,0.162,,
24,6/29/11,180,2011,2011.490411,1276,0.152,,
25,6/29/11,180,2011,2011.490411,1276,0.235,,
26,6/29/11,180,2011,2011.490411,1276,0.231,,
27,6/29/11,180,2011,2011.490411,1276,0.208,,
28,6/29/11,180,2011,2011.490411,1276,0.239,,
29,6/29/11,180,2011,2011.490411,1276,0.132,,
30,6/29/11,180,2011,2011.490411,1276,0.177,,
31,6/29/11,180,2011,2011.490411,1276,0.197,,
32,6/29/11,180,2011,2011.490411,1276,0.2,,
33,6/29/11,180,2011,2011.490411,1276,0.129,,
34,6/29/11,180,2011,2011.490411,1276,0.113,,
35,6/29/11,180,2011,2011.490411,1276,0.129,,
36,6/29/11,180,2011,2011.490411,1276,0.069,,
1,7/5/11,186,2011,2011.506849,1282,0.042,,
2,7/5/11,186,2011,2011.506849,1282,0.089,,
3,7/5/11,186,2011,2011.506849,1282,0.113,,
4,7/5/11,186,2011,2011.506849,1282,0.056,,
5,7/5/11,186,2011,2011.506849,1282,0.107,,
6,7/5/11,186,2011,2011.506849,1282,0.117,,
7,7/5/11,186,2011,2011.506849,1282,0.194,,
8,7/5/11,186,2011,2011.506849,1282,0.145,,
9,7/5/11,186,2011,2011.506849,1282,0.185,,
10,7/5/11,186,2011,2011.506849,1282,0.215,,
11,7/5/11,186,2011,2011.506849,1282,0.171,,
12,7/5/11,186,2011,2011.506849,1282,0.239,,
13,7/5/11,186,2011,2011.506849,1282,0.108,,
14,7/5/11,186,2011,2011.506849,1282,0.121,,
15,7/5/11,186,2011,2011.506849,1282,0.157,,
16,7/5/11,186,2011,2011.506849,1282,0.162,,
17,7/5/11,186,2011,2011.506849,1282,0.145,,
18,7/5/11,186,2011,2011.506849,1282,0.197,,
19,7/5/11,186,2011,2011.506849,1282,0.197,,
20,7/5/11,186,2011,2011.506849,1282,0.179,,
21,7/5/11,186,2011,2011.506849,1282,0.064,,
22,7/5/11,186,2011,2011.506849,1282,0.06,,
23,7/5/11,186,2011,2011.506849,1282,.,,
24,7/5/11,186,2011,2011.506849,1282,0.111,,
25,7/5/11,186,2011,2011.506849,1282,0.175,,
26,7/5/11,186,2011,2011.506849,1282,0.172,,
27,7/5/11,186,2011,2011.506849,1282,0.099,,
28,7/5/11,186,2011,2011.506849,1282,0.241,,
29,7/5/11,186,2011,2011.506849,1282,0.08,,
30,7/5/11,186,2011,2011.506849,1282,0.118,,
31,7/5/11,186,2011,2011.506849,1282,0.137,,
32,7/5/11,186,2011,2011.506849,1282,0.116,,
33,7/5/11,186,2011,2011.506849,1282,0.08,,
34,7/5/11,186,2011,2011.506849,1282,.,,
35,7/5/11,186,2011,2011.506849,1282,0.077,,
36,7/5/11,186,2011,2011.506849,1282,0.054,,
1,7/6/11,187,2011,2011.509589,1283,.,,
2,7/6/11,187,2011,2011.509589,1283,.,,
3,7/6/11,187,2011,2011.509589,1283,.,,
4,7/6/11,187,2011,2011.509589,1283,.,,
5,7/6/11,187,2011,2011.509589,1283,.,,
6,7/6/11,187,2011,2011.509589,1283,.,,
7,7/6/11,187,2011,2011.509589,1283,.,,
8,7/6/11,187,2011,2011.509589,1283,.,,
9,7/6/11,187,2011,2011.509589,1283,.,,
10,7/6/11,187,2011,2011.509589,1283,.,,
11,7/6/11,187,2011,2011.509589,1283,.,,
12,7/6/11,187,2011,2011.509589,1283,.,,
13,7/6/11,187,2011,2011.509589,1283,.,,
14,7/6/11,187,2011,2011.509589,1283,.,,
15,7/6/11,187,2011,2011.509589,1283,.,,
16,7/6/11,187,2011,2011.509589,1283,.,,
17,7/6/11,187,2011,2011.509589,1283,.,,
18,7/6/11,187,2011,2011.509589,1283,.,,
19,7/6/11,187,2011,2011.509589,1283,.,,
20,7/6/11,187,2011,2011.509589,1283,.,,
21,7/6/11,187,2011,2011.509589,1283,.,,
22,7/6/11,187,2011,2011.509589,1283,.,,
23,7/6/11,187,2011,2011.509589,1283,0.113,,
24,7/6/11,187,2011,2011.509589,1283,.,,
25,7/6/11,187,2011,2011.509589,1283,.,,
26,7/6/11,187,2011,2011.509589,1283,.,,
27,7/6/11,187,2011,2011.509589,1283,.,,
28,7/6/11,187,2011,2011.509589,1283,.,,
29,7/6/11,187,2011,2011.509589,1283,.,,
30,7/6/11,187,2011,2011.509589,1283,.,,
31,7/6/11,187,2011,2011.509589,1283,.,,
32,7/6/11,187,2011,2011.509589,1283,.,,
33,7/6/11,187,2011,2011.509589,1283,.,,
34,7/6/11,187,2011,2011.509589,1283,.,,
35,7/6/11,187,2011,2011.509589,1283,.,,
36,7/6/11,187,2011,2011.509589,1283,.,,
1,7/13/11,194,2011,2011.528767,1290,0.041,,
2,7/13/11,194,2011,2011.528767,1290,0.019,,
3,7/13/11,194,2011,2011.528767,1290,.,,
4,7/13/11,194,2011,2011.528767,1290,0.048,,
5,7/13/11,194,2011,2011.528767,1290,0.075,,
6,7/13/11,194,2011,2011.528767,1290,0.072,,
7,7/13/11,194,2011,2011.528767,1290,0.139,,
8,7/13/11,194,2011,2011.528767,1290,.,,
9,7/13/11,194,2011,2011.528767,1290,0.132,,
10,7/13/11,194,2011,2011.528767,1290,0.177,,
11,7/13/11,194,2011,2011.528767,1290,0.116,,
12,7/13/11,194,2011,2011.528767,1290,0.209,,
13,7/13/11,194,2011,2011.528767,1290,0.065,,
14,7/13/11,194,2011,2011.528767,1290,0.07,,
15,7/13/11,194,2011,2011.528767,1290,0.103,,
16,7/13/11,194,2011,2011.528767,1290,0.115,,
17,7/13/11,194,2011,2011.528767,1290,0.156,,
18,7/13/11,194,2011,2011.528767,1290,0.159,,
19,7/13/11,194,2011,2011.528767,1290,0.156,,
20,7/13/11,194,2011,2011.528767,1290,0.134,,
21,7/13/11,194,2011,2011.528767,1290,0.055,,
22,7/13/11,194,2011,2011.528767,1290,0.052,,
23,7/13/11,194,2011,2011.528767,1290,0.086,,
24,7/13/11,194,2011,2011.528767,1290,0.08,,
25,7/13/11,194,2011,2011.528767,1290,0.139,,
26,7/13/11,194,2011,2011.528767,1290,0.132,,
27,7/13/11,194,2011,2011.528767,1290,0.084,,
28,7/13/11,194,2011,2011.528767,1290,.,,
29,7/13/11,194,2011,2011.528767,1290,0.066,,
30,7/13/11,194,2011,2011.528767,1290,0.077,,
31,7/13/11,194,2011,2011.528767,1290,0.1,,
32,7/13/11,194,2011,2011.528767,1290,0.098,,
33,7/13/11,194,2011,2011.528767,1290,0.055,,
34,7/13/11,194,2011,2011.528767,1290,0.062,,
35,7/13/11,194,2011,2011.528767,1290,0.061,,
36,7/13/11,194,2011,2011.528767,1290,0.045,,
1,7/21/11,202,2011,2011.550685,1298,0.031,,
2,7/21/11,202,2011,2011.550685,1298,0.056,,
3,7/21/11,202,2011,2011.550685,1298,0.109,,
4,7/21/11,202,2011,2011.550685,1298,0.044,,
5,7/21/11,202,2011,2011.550685,1298,0.053,,
6,7/21/11,202,2011,2011.550685,1298,0.061,,
7,7/21/11,202,2011,2011.550685,1298,0.097,,
8,7/21/11,202,2011,2011.550685,1298,0.074,,
9,7/21/11,202,2011,2011.550685,1298,0.091,,
10,7/21/11,202,2011,2011.550685,1298,0.12,,
11,7/21/11,202,2011,2011.550685,1298,0.094,,
12,7/21/11,202,2011,2011.550685,1298,0.157,,
13,7/21/11,202,2011,2011.550685,1298,0.051,,
14,7/21/11,202,2011,2011.550685,1298,0.072,,
15,7/21/11,202,2011,2011.550685,1298,0.062,,
16,7/21/11,202,2011,2011.550685,1298,0.071,,
17,7/21/11,202,2011,2011.550685,1298,0.099,,
18,7/21/11,202,2011,2011.550685,1298,0.115,,
19,7/21/11,202,2011,2011.550685,1298,0.108,,
20,7/21/11,202,2011,2011.550685,1298,0.117,,
21,7/21/11,202,2011,2011.550685,1298,0.051,,
22,7/21/11,202,2011,2011.550685,1298,0.049,,
23,7/21/11,202,2011,2011.550685,1298,0.068,,
24,7/21/11,202,2011,2011.550685,1298,0.067,,
25,7/21/11,202,2011,2011.550685,1298,0.09,,
26,7/21/11,202,2011,2011.550685,1298,0.092,,
27,7/21/11,202,2011,2011.550685,1298,0.05,,
28,7/21/11,202,2011,2011.550685,1298,.,,
29,7/21/11,202,2011,2011.550685,1298,0.048,,
30,7/21/11,202,2011,2011.550685,1298,0.052,,
31,7/21/11,202,2011,2011.550685,1298,0.066,,
32,7/21/11,202,2011,2011.550685,1298,0.063,,
33,7/21/11,202,2011,2011.550685,1298,0.039,,
34,7/21/11,202,2011,2011.550685,1298,0.054,,
35,7/21/11,202,2011,2011.550685,1298,0.054,,
36,7/21/11,202,2011,2011.550685,1298,0.041,,
1,7/29/11,210,2011,2011.572603,1306,0.032,,
2,7/29/11,210,2011,2011.572603,1306,0.05,,
3,7/29/11,210,2011,2011.572603,1306,0.1,,
4,7/29/11,210,2011,2011.572603,1306,0.038,,
5,7/29/11,210,2011,2011.572603,1306,0.046,,
6,7/29/11,210,2011,2011.572603,1306,0.056,,
7,7/29/11,210,2011,2011.572603,1306,0.076,,
8,7/29/11,210,2011,2011.572603,1306,0.058,,
9,7/29/11,210,2011,2011.572603,1306,0.082,,
10,7/29/11,210,2011,2011.572603,1306,0.11,,
11,7/29/11,210,2011,2011.572603,1306,0.074,,
12,7/29/11,210,2011,2011.572603,1306,0.14,,
13,7/29/11,210,2011,2011.572603,1306,0.046,,
14,7/29/11,210,2011,2011.572603,1306,0.087,,
15,7/29/11,210,2011,2011.572603,1306,0.059,,
16,7/29/11,210,2011,2011.572603,1306,0.057,,
17,7/29/11,210,2011,2011.572603,1306,0.082,,
18,7/29/11,210,2011,2011.572603,1306,0.1,,
19,7/29/11,210,2011,2011.572603,1306,0.097,,
20,7/29/11,210,2011,2011.572603,1306,0.091,,
21,7/29/11,210,2011,2011.572603,1306,0.046,,
22,7/29/11,210,2011,2011.572603,1306,0.047,,
23,7/29/11,210,2011,2011.572603,1306,0.066,,
24,7/29/11,210,2011,2011.572603,1306,0.06,,
25,7/29/11,210,2011,2011.572603,1306,0.08,,
26,7/29/11,210,2011,2011.572603,1306,0.085,,
27,7/29/11,210,2011,2011.572603,1306,0.051,,
28,7/29/11,210,2011,2011.572603,1306,.,,
29,7/29/11,210,2011,2011.572603,1306,0.052,,
30,7/29/11,210,2011,2011.572603,1306,0.05,,
31,7/29/11,210,2011,2011.572603,1306,0.058,,
32,7/29/11,210,2011,2011.572603,1306,0.064,,
33,7/29/11,210,2011,2011.572603,1306,0.039,,
34,7/29/11,210,2011,2011.572603,1306,0.052,,
35,7/29/11,210,2011,2011.572603,1306,0.053,,
36,7/29/11,210,2011,2011.572603,1306,0.04,,
1,8/1/11,213,2011,2011.580822,1309,0.164,,
2,8/1/11,213,2011,2011.580822,1309,0.05,,
3,8/1/11,213,2011,2011.580822,1309,0.101,,
4,8/1/11,213,2011,2011.580822,1309,0.045,,
5,8/1/11,213,2011,2011.580822,1309,0.05,,
6,8/1/11,213,2011,2011.580822,1309,0.058,,
7,8/1/11,213,2011,2011.580822,1309,0.074,,
8,8/1/11,213,2011,2011.580822,1309,0.059,,
9,8/1/11,213,2011,2011.580822,1309,0.073,,
10,8/1/11,213,2011,2011.580822,1309,0.093,,
11,8/1/11,213,2011,2011.580822,1309,0.096,,
12,8/1/11,213,2011,2011.580822,1309,0.123,,
13,8/1/11,213,2011,2011.580822,1309,.,,
14,8/1/11,213,2011,2011.580822,1309,0.089,,
15,8/1/11,213,2011,2011.580822,1309,0.053,,
16,8/1/11,213,2011,2011.580822,1309,0.053,,
17,8/1/11,213,2011,2011.580822,1309,0.089,,
18,8/1/11,213,2011,2011.580822,1309,0.091,,
19,8/1/11,213,2011,2011.580822,1309,0.045,,
20,8/1/11,213,2011,2011.580822,1309,0.083,,
21,8/1/11,213,2011,2011.580822,1309,0.045,,
22,8/1/11,213,2011,2011.580822,1309,0.048,,
23,8/1/11,213,2011,2011.580822,1309,0.063,,
24,8/1/11,213,2011,2011.580822,1309,0.061,,
25,8/1/11,213,2011,2011.580822,1309,0.072,,
26,8/1/11,213,2011,2011.580822,1309,0.081,,
27,8/1/11,213,2011,2011.580822,1309,0.05,,
28,8/1/11,213,2011,2011.580822,1309,.,,
29,8/1/11,213,2011,2011.580822,1309,0.049,,
30,8/1/11,213,2011,2011.580822,1309,0.047,,
31,8/1/11,213,2011,2011.580822,1309,0.053,,
32,8/1/11,213,2011,2011.580822,1309,0.058,,
33,8/1/11,213,2011,2011.580822,1309,0.035,,
34,8/1/11,213,2011,2011.580822,1309,0.049,,
35,8/1/11,213,2011,2011.580822,1309,0.05,,
36,8/1/11,213,2011,2011.580822,1309,0.041,,
1,8/11/11,223,2011,2011.608219,1319,0.112,,
2,8/11/11,223,2011,2011.608219,1319,0.11,,
3,8/11/11,223,2011,2011.608219,1319,0.152,,
4,8/11/11,223,2011,2011.608219,1319,0.179,,
5,8/11/11,223,2011,2011.608219,1319,0.169,,
6,8/11/11,223,2011,2011.608219,1319,0.2,,
7,8/11/11,223,2011,2011.608219,1319,0.26,,
8,8/11/11,223,2011,2011.608219,1319,0.187,,
9,8/11/11,223,2011,2011.608219,1319,0.256,,
10,8/11/11,223,2011,2011.608219,1319,0.259,,
11,8/11/11,223,2011,2011.608219,1319,0.216,,
12,8/11/11,223,2011,2011.608219,1319,0.282,,
13,8/11/11,223,2011,2011.608219,1319,0.252,,
14,8/11/11,223,2011,2011.608219,1319,0.237,,
15,8/11/11,223,2011,2011.608219,1319,0.249,,
16,8/11/11,223,2011,2011.608219,1319,0.209,,
17,8/11/11,223,2011,2011.608219,1319,0.24,,
18,8/11/11,223,2011,2011.608219,1319,0.24,,
19,8/11/11,223,2011,2011.608219,1319,0.254,,
20,8/11/11,223,2011,2011.608219,1319,0.213,,
21,8/11/11,223,2011,2011.608219,1319,0.181,,
22,8/11/11,223,2011,2011.608219,1319,0.119,,
23,8/11/11,223,2011,2011.608219,1319,0.152,,
24,8/11/11,223,2011,2011.608219,1319,0.156,,
25,8/11/11,223,2011,2011.608219,1319,0.232,,
26,8/11/11,223,2011,2011.608219,1319,0.227,,
27,8/11/11,223,2011,2011.608219,1319,0.184,,
28,8/11/11,223,2011,2011.608219,1319,0.243,,
29,8/11/11,223,2011,2011.608219,1319,0.165,,
30,8/11/11,223,2011,2011.608219,1319,0.206,,
31,8/11/11,223,2011,2011.608219,1319,0.206,,
32,8/11/11,223,2011,2011.608219,1319,0.221,,
33,8/11/11,223,2011,2011.608219,1319,0.161,,
34,8/11/11,223,2011,2011.608219,1319,0.174,,
35,8/11/11,223,2011,2011.608219,1319,0.178,,
36,8/11/11,223,2011,2011.608219,1319,0.098,,
1,8/18/11,230,2011,2011.627397,1326,0.097,,
2,8/18/11,230,2011,2011.627397,1326,0.119,,
3,8/18/11,230,2011,2011.627397,1326,0.155,,
4,8/18/11,230,2011,2011.627397,1326,0.168,,
5,8/18/11,230,2011,2011.627397,1326,0.174,,
6,8/18/11,230,2011,2011.627397,1326,0.204,,
7,8/18/11,230,2011,2011.627397,1326,0.171,,
8,8/18/11,230,2011,2011.627397,1326,0.23,,
9,8/18/11,230,2011,2011.627397,1326,0.254,,
10,8/18/11,230,2011,2011.627397,1326,0.263,,
11,8/18/11,230,2011,2011.627397,1326,0.218,,
12,8/18/11,230,2011,2011.627397,1326,0.271,,
13,8/18/11,230,2011,2011.627397,1326,0.251,,
14,8/18/11,230,2011,2011.627397,1326,0.271,,
15,8/18/11,230,2011,2011.627397,1326,0.25,,
16,8/18/11,230,2011,2011.627397,1326,0.22,,
17,8/18/11,230,2011,2011.627397,1326,0.235,,
18,8/18/11,230,2011,2011.627397,1326,0.253,,
19,8/18/11,230,2011,2011.627397,1326,0.251,,
20,8/18/11,230,2011,2011.627397,1326,0.23,,
21,8/18/11,230,2011,2011.627397,1326,0.159,,
22,8/18/11,230,2011,2011.627397,1326,0.125,,
23,8/18/11,230,2011,2011.627397,1326,0.145,,
24,8/18/11,230,2011,2011.627397,1326,0.142,,
25,8/18/11,230,2011,2011.627397,1326,0.234,,
26,8/18/11,230,2011,2011.627397,1326,0.221,,
27,8/18/11,230,2011,2011.627397,1326,0.169,,
28,8/18/11,230,2011,2011.627397,1326,0.24,,
29,8/18/11,230,2011,2011.627397,1326,0.171,,
30,8/18/11,230,2011,2011.627397,1326,0.213,,
31,8/18/11,230,2011,2011.627397,1326,0.217,,
32,8/18/11,230,2011,2011.627397,1326,0.224,,
33,8/18/11,230,2011,2011.627397,1326,0.159,,
34,8/18/11,230,2011,2011.627397,1326,0.174,,
35,8/18/11,230,2011,2011.627397,1326,0.186,,
36,8/18/11,230,2011,2011.627397,1326,0.1,,
1,8/23/11,235,2011,2011.641096,1331,0.075,,
2,8/23/11,235,2011,2011.641096,1331,0.141,,
3,8/23/11,235,2011,2011.641096,1331,0.136,,
4,8/23/11,235,2011,2011.641096,1331,0.143,,
5,8/23/11,235,2011,2011.641096,1331,0.15,,
6,8/23/11,235,2011,2011.641096,1331,0.189,,
7,8/23/11,235,2011,2011.641096,1331,0.245,,
8,8/23/11,235,2011,2011.641096,1331,0.216,,
9,8/23/11,235,2011,2011.641096,1331,0.256,,
10,8/23/11,235,2011,2011.641096,1331,0.258,,
11,8/23/11,235,2011,2011.641096,1331,0.206,,
12,8/23/11,235,2011,2011.641096,1331,0.256,,
13,8/23/11,235,2011,2011.641096,1331,0.231,,
14,8/23/11,235,2011,2011.641096,1331,0.26,,
15,8/23/11,235,2011,2011.641096,1331,0.233,,
16,8/23/11,235,2011,2011.641096,1331,0.215,,
17,8/23/11,235,2011,2011.641096,1331,0.241,,
18,8/23/11,235,2011,2011.641096,1331,0.244,,
19,8/23/11,235,2011,2011.641096,1331,0.245,,
20,8/23/11,235,2011,2011.641096,1331,0.223,,
21,8/23/11,235,2011,2011.641096,1331,0.119,,
22,8/23/11,235,2011,2011.641096,1331,0.112,,
23,8/23/11,235,2011,2011.641096,1331,0.125,,
24,8/23/11,235,2011,2011.641096,1331,0.128,,
25,8/23/11,235,2011,2011.641096,1331,0.232,,
26,8/23/11,235,2011,2011.641096,1331,0.233,,
27,8/23/11,235,2011,2011.641096,1331,0.169,,
28,8/23/11,235,2011,2011.641096,1331,0.132,,
29,8/23/11,235,2011,2011.641096,1331,0.158,,
30,8/23/11,235,2011,2011.641096,1331,0.206,,
31,8/23/11,235,2011,2011.641096,1331,0.119,,
32,8/23/11,235,2011,2011.641096,1331,0.203,,
33,8/23/11,235,2011,2011.641096,1331,0.136,,
34,8/23/11,235,2011,2011.641096,1331,0.141,,
35,8/23/11,235,2011,2011.641096,1331,0.157,,
36,8/23/11,235,2011,2011.641096,1331,0.103,,
1,8/30/11,242,2011,2011.660274,1338,0.13,,
2,8/30/11,242,2011,2011.660274,1338,0.173,,
3,8/30/11,242,2011,2011.660274,1338,0.196,,
4,8/30/11,242,2011,2011.660274,1338,0.201,,
5,8/30/11,242,2011,2011.660274,1338,0.213,,
6,8/30/11,242,2011,2011.660274,1338,0.225,,
