BACE Fall 2012 tree phenology,,,,,,,,,,
Plot,loc,Tr_id,species,1st fall sign,>50% colored,"all 
colored",">50%  
fallen","all 
fallen",dead?,comments
33,3,9162,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,4,9163,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,1,9460,U. americana,268,268,289,292,297,,
33,2,9461,U. americana,268,278,297,297,300,,
33,3,9462,U. americana,268,275,311,304,314,,
33,4,9463,U. americana,268,289,307,304,311,,
33,1,9760,A. rubrum,268,275,292,297,297,,
33,2,9761,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,3,9762,A. rubrum,268,268,285,297,304,,
33,4,9763,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,5,9164,Q. rubra,268,289,311,331,339,,
33,6,9165,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,7,9166,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
33,8,9167,Q. rubra,268,282,304,318,318,,
33,5,9764,A. rubrum,268,268,292,297,304,,
33,6,9765,A. rubrum,268,275,297,297,300,,
33,7,9766,A. rubrum,268,275,297,297,304,,
33,8,9767,A. rubrum,268,268,292,297,300,,
33,5,9464,U. americana,268,275,292,292,297,,
33,6,9465,U. americana,268,289,297,297,300,,
33,7,9466,U. americana,268,289,300,297,304,,
33,8,9467,U. americana,268,278,311,297,311,,
34,1,9168,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,2,9169,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,3,9170,Q. rubra,268,318,324,348,348,,bottom sprout
34,4,9171,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,1,9468,U. americana,268,278,300,297,304,,
34,2,9469,U. americana,268,278,314,304,318,,
34,3,9470,U. americana,268,268,307,307,311,,
34,4,9471,U. americana,268,268,297,297,300,,
34,1,9768,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,2,9769,A. rubrum,300,300,304,304,304,,
34,3,9770,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,4,9771,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,5,9172,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,6,9173,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,7,9174,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,8,9175,Q. rubra,268,282,311,2-Jan-13,2-Jan-13,,1 tiny leaf day 261
34,5,9772,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,6,9773,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,7,9774,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,8,9775,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
34,5,9472,U. americana,268,278,318,300,324,,
34,6,9473,U. americana,268,289,300,300,304,,
34,7,9474,U. americana,268,289,304,300,311,,
34,8,9475,U. americana,268,289,307,300,311,,
35,1,9176,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,2,9177,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,3,9178,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,4,9179,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,1,9476,U. americana,268,282,300,297,304,,
35,2,9477,U. americana,268,289,297,297,304,,
35,3,9478,U. americana,268,289,304,297,311,,
35,4,9479,U. americana,268,289,304,297,304,,
35,1,9776,A. rubrum,268,275,300,307,314,,
35,2,9777,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,3,9778,A. rubrum,268,307,318,307,324,,
35,4,9779,A. rubrum,268,268,289,297,300,,
35,5,9180,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,6,9181,Q. rubra,268,278,300,311,353,,1 new leaf at base day 314!
35,7,9182,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,8,9183,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,5,9780,A. rubrum,275,278,289,300,300,,1 leaf 261. half dried.
35,6,9781,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,7,9782,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,8,9783,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,5,9480,U. americana,xxx,xxx,xxx,xxx,xxx,y,dried <261
35,6,9481,U. americana,268,307,318,311,321,,
35,7,9482,U. americana,268,289,307,307,307,,
35,8,9483,U. americana,268,300,321,307,331,,
36,1,9184,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,2,9185,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,3,9186,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,4,9187,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,1,9484,U. americana,268,314,324,324,324,,
36,2,9485,U. americana,278,314,321,318,321,,
36,3,9486,U. americana,268,289,318,311,321,,
36,4,9487,U. americana,268,297,307,307,311,,
36,1,9784,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,2,9785,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,3,9786,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,4,9787,A. rubrum,268,275,300,304,307,,
36,5,9188,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,6,9189,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,7,9190,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,8,9191,Q. rubra,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,5,9788,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,6,9789,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,7,9790,A. rubrum,268,278,289,300,300,,
36,8,9791,A. rubrum,xxx,xxx,xxx,xxx,xxx,y,dried <261
36,5,9488,U. americana,268,278,307,307,318,,
36,6,9489,U. americana,268,289,331,321,331,,
36,7,9490,U. americana,268,289,311,300,311,,
36,8,9491,U. americana,268,289,318,318,331,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
