BACE 2011 - herbaceous phenology,,,,,,,,,,
Plot,Species,% cover ,"# of 
plants",floral buds,"buds and 
flowers",open flowers,"flowers and 
dry flowers",dry flowers,Comment,general comments
21,Achillea millefolium,,,,,,,,,
21,Asclepias syriaca ,,,,,,,,,
21,Berteroa incana,,,,,,,,,
21,Capsella bursa-pastoris ,12,,,96,101,117,144,,
21,Cerastium fontanum ,,,<144,144,,,,,
21,Dactylis glomerata ,,,,,,,,,
21,Draba verna ,1,,,96,,110,124,,
21,Elymus repens ,25,,153,,158,180,187,,
21,Erigeron annuus ,,1,,270,,284,,"still fl/dry 290, gone 306",
21,Festuca spp. ,,,,,,,,,
21,Oxalis stricta ,2,,,222,,242,255,,
21,Phleum pratense ,,,,,,,,,
21,Plantago lanceolata ,2,,<144,144,,153,180,,
21,Poa trivialis,,,,,,,,,
21,Potentilla argentea ,,,,,,,,,
21,Rumex crispus ,3,,131,144,,,153,,
21,Silene alba ,6,,117,<138,138,,153,"fl 236, dry fl 270",
21,Tanacetum vulgare ,3,,165,222,236,252,270,"open fl 276, fl/dry 290, still fl/dry 306, harvested",
21,Taraxacum officinale ,3,,,117,117,131,<158,,
21,Trifolium pratense ,,,,,,,,,
21,Trifolium repens ,,1,,153,,,158,,
21,Veronica arvensis ,7,,,124,,,158,,
21,Conyza canadensis,5,,192,,200,,213,,
21,Chenopodium album,3,,165,222,252,,,,
21,Lepidium virginicum,1,,,,,165,187,,
21,Polygonum aviculare,2,,,242,252,270,,harvested 283,
21,Setaria glauca,2,,,,236,242,252,,
22,Achillea millefolium,,,,,,,,,
22,Asclepias syriaca ,,,,,,,,,
22,Berteroa incana,,,,,,,,,
22,Capsella bursa-pastoris ,3,,,110,117,117,138,,
22,Cerastium fontanum ,,,,,,,,,
22,Dactylis glomerata ,2,,124,144,153,165,,,
22,Draba verna ,,,,,,,,,
22,Elymus repens ,15,,153,158,165,175,,,
22,Erigeron annuus ,,,,,,,,,
22,Festuca spp. ,4,,,153,,,175,,
22,Oxalis stricta ,2,,,131,144,,153,,
22,Phleum pratense ,4,,165,,,,175,,
22,Plantago lanceolata ,5,,131,144,,153,175,,
22,Poa trivialis,5,,124,144,,,175,,
22,Potentilla argentea ,,,,,,,,,
22,Rumex crispus ,2,,138,,,,153,,
22,Silene alba ,1,,,,,153,175,"fl/dry 290, gone 306",
22,Tanacetum vulgare ,,,187,192,200,206,222,,
22,Taraxacum officinale ,2,,,117,124,131,,,
22,Trifolium pratense ,,,,,,,,,
22,Trifolium repens ,1,,,,,,,,
22,Veronica arvensis ,5,,,,,,153,,
22,Conyza canadensis,5,,,,,,,,
22,Oenothera biennis,3,,,,,,,,
22,Lepidium virginicum,1,,,,,165,,"still fl/dry 290, gone 306",
22,Setaria glauca,1,,,,,,228,,
22,Digitaria ischaemum,3,,228,,236,,255,255- 15% cover,
22,Chenopodium album,1,,270,,,,276,,
23,Achillea millefolium,2,,,,,,,,
23,Asclepias syriaca ,,,,,,,,,
23,Berteroa incana,,,,,,,,,
23,Capsella bursa-pastoris ,,,,,,,,,
23,Cerastium fontanum ,1,,175,,,,,,
23,Dactylis glomerata ,1,,,,158,,,,
23,Draba verna ,,,,,,,,,
23,Elymus repens ,10,,153,,165,175,<222,,
23,Erigeron annuus ,,,,,,,,,
23,Festuca spp. ,1,,,158,,,175,,
23,Oxalis stricta ,1,,153,,,175,,"263- fl/dry, no flowers 306",
23,Phleum pratense ,3,,153,,,,175,"175- buds and dry flowers but no open flowers.  187- fl, 192- fl/dry, <<213 dry fl",
23,Plantago lanceolata ,,,,,,,,,
23,Poa trivialis,5,,124,153,,165,175,,
23,Potentilla argentea ,,,,,,,,,
23,Rumex crispus ,,,,,,,,,
23,Silene alba ,3,,,,,153,180,"open fl 228, dry fl 242",
23,Tanacetum vulgare ,,,,,,,,,
23,Taraxacum officinale ,,,,,,,,,
23,Trifolium pratense ,1,,,,,,,,
23,Trifolium repens ,2,,,,,,,,
23,Veronica arvensis ,,,,124,,,153,,
23,Solidago canadensis,5,,,,,,,,
23,Digitaria ischaemum,,,,,236,252,,,
23,Oenothera biennis,,1,,,,,,,
23,Conyza canadensis,,2,222,,228,,<255,,
23,Lepidium virginicum,,1,158,,175,,<206,,
23,Chenopodium album,,1,252,,,,,gone 290. Clip plot.,
24,Achillea millefolium,,3,,,,,,,
24,Asclepias syriaca ,,,,,,,,,
24,Berteroa incana,,,,,,,,,
24,Capsella bursa-pastoris ,,,,,,,,,
24,Cerastium fontanum ,,,,,,,,,
24,Dactylis glomerata ,2,,,153,,165,,,
24,Draba verna ,,,,,,,,,
24,Elymus repens ,2,,153,,165,175,187,,
24,Erigeron annuus ,,,,,,,,,
24,Festuca spp. ,,,,,,,,,
24,Oxalis stricta ,,1,,222,242,,,can't find it 290,
24,Phleum pratense ,2,,158,,,175,<213,,
24,Plantago lanceolata ,1,,,,,153,213,,
24,Poa trivialis,20,,131,,165,175,180,,
24,Potentilla argentea ,,,,,,,,,
24,Rumex crispus ,,,,,,,,,
24,Silene alba ,2,,,153,165,175,180,"fl 228, dry fl 242",
24,Tanacetum vulgare ,3,,187,,,,,"can't find it 213, resprouted <228, buds 270, buds/fl 284, open fl 290, gone 306",
24,Taraxacum officinale ,,,,,,,,,
24,Trifolium pratense ,,,,,,,,,
24,Trifolium repens ,,,,,,,,,
24,Veronica arvensis ,2,,,124,,,153,,
24,Agrostis alba,15,,165,,,175,187,,
24,Conyza canadensis,2,,,,222,228,242,255 new fl.,
24,Chenopodium album,1,,,,,,,,
24,Lepidium virginicum,1,,,,,180,222,,
24,Setaria glauca,1,,228,,,242,263,,
24,Digitaria ischaemum,1,,158,,,175,213,dry flowers <213,
25,Achillea millefolium,5,,131,153,165,187,192,,
25,Asclepias syriaca ,,,,,,,,,
25,Berteroa incana,,,,,,,,,
25,Capsella bursa-pastoris ,,,,,,,,,
25,Cerastium fontanum ,,,,,,,,,
25,Dactylis glomerata ,1,,131,,,153,175,,
25,Draba verna ,,,,,,,,,
25,Elymus repens ,,,,,,,,,
25,Erigeron annuus ,,,,,,,,,
25,Festuca spp. ,2,,153,,,,135,tall fescue,
25,Oxalis stricta ,,,,,,,,,
25,Phleum pratense ,,,,,,,,,
25,Plantago lanceolata ,,1,,,,,,,
25,Poa trivialis,30,,131,153,175,,,,
25,Potentilla argentea ,,,,,,,,,
25,Rumex crispus ,,,,,,,,,
25,Silene alba ,,1,153,158,165,206,222,"can't find it 213, 222- in SE corner",
25,Tanacetum vulgare ,50,,192,200,206,213,<242,"252- fl/dry, 284- dry",
25,Taraxacum officinale ,,,,,,,,,
25,Trifolium pratense ,,,,,,,,,
25,Trifolium repens ,,,,,,,,,
25,Veronica arvensis ,,,,,,,,,
25,Setaria glauca,5,,228,,252,,236,,
25,Conyza canadensis,,1,,,,,,,
25,,,,,,,,,,
25,,,,,,,,,,
26,Achillea millefolium,7,,124,153,158,187,192,,
26,Asclepias syriaca ,,7,,,,,,,
26,Berteroa incana,,,,,,,,,
26,Capsella bursa-pastoris ,,,,,,,,,
26,Cerastium fontanum ,,,,,,,,,
26,Dactylis glomerata ,,,,,,,,,
26,Draba verna ,3,,,101,,110,138,,
26,Elymus repens ,,,,,,,,,
26,Erigeron annuus ,,,,,,,,,
26,Festuca spp. ,,,,,,,,,
26,Oxalis stricta ,,,,,,,,,
26,Phleum pratense ,,,,,,,,,
26,Plantago lanceolata ,,,,,,,,,
26,Poa trivialis,50,,124,158,,165,180,,
26,Potentilla argentea ,,,,,,,,,
26,Rumex crispus ,,,,,,,,,
26,Silene alba ,,,,,,,,,
26,Tanacetum vulgare ,,,,,,,,,
26,Taraxacum officinale ,,,,,,,,,
26,Trifolium pratense ,,,,,,,,,
26,Trifolium repens ,,,,,,,,,
26,Veronica arvensis ,1,,,124,,,144,,
26,Setaria glauca,95,,,236,252,,263,,
26,Conyza canadensis,,5,,206,213,222,242,,
26,,,,,,,,,,
26,,,,,,,,,,
27,Achillea millefolium,,,,,,,,,
27,Asclepias syriaca ,,5,,,,,,,
27,Berteroa incana,,,,,,,,,
27,Capsella bursa-pastoris ,1,,,131,,138,153,,
27,Cerastium fontanum ,,,,,,,,,
27,Dactylis glomerata ,,,,,,,,,
27,Draba verna ,3,,,96,,110,131,,
27,Elymus repens ,,,,,,,,,
27,Erigeron annuus ,,,,,,,,,
27,Festuca spp. ,3,,<158,158,,,175,,
27,Oxalis stricta ,,,<144,144,,,,,
27,Phleum pratense ,,,,,,,,,
27,Plantago lanceolata ,,,,,,,,,
27,Poa trivialis,50,,124,144,,153,165,,
27,Potentilla argentea ,,,,,,,,,
27,Rumex crispus ,,,,,,,,,
27,Silene alba ,,,,,,,,,
27,Tanacetum vulgare ,,,,,,,,,
27,Taraxacum officinale ,,,,,,,,,
27,Trifolium pratense ,,,,,,,,,
27,Trifolium repens ,,,,,,,,,
27,Veronica arvensis ,5,,,124,,,138,,
27,Oenothera biennis,,,,,,222,,,
27,Setaria glauca,5,,,,,228,242,"fl/dry 252, dry fl 263",
27,Setaria viridis,,,,,,,,,
27,Digitaria ischaemum,,,,,,,,,
27,Conyza canadensis,15,,192,200,206,213,222,,
27,,,,,,,,,,
27,,,,,,,,,,
28,Achillea millefolium,3,,124,<144,144,165,,,
28,Asclepias syriaca ,,1,,,,,,,
28,Berteroa incana,,,,,,,,,
28,Capsella bursa-pastoris ,,,,,,,,,
28,Cerastium fontanum ,,1,138,,153,,,,
28,Dactylis glomerata ,,,,,,,,,
28,Draba verna ,4,,,96,,110,131,,
28,Elymus repens ,,,,,,,,,
28,Erigeron annuus ,,2,,153,165,175,,"242 new fl, 270- fl/dry, gone 276",
28,Festuca spp. ,2,,,158,,,175,,
28,Oxalis stricta ,5,,,117,124,,242,must have missed new set of flowers,
28,Phleum pratense ,,,,,,,,,
28,Plantago lanceolata ,,,,,,,,,
28,Poa trivialis,40,,117,,,153,165,,
28,Potentilla argentea ,1,,,,153,,,,
28,Rumex crispus ,,,,,,,,,
28,Silene alba ,,1,144,,,153,263,,
28,Tanacetum vulgare ,,,,,,,,,
28,Taraxacum officinale ,,,,110,,,,,
28,Trifolium pratense ,,,,,,,,,
28,Trifolium repens ,,,,,,,,,
28,Veronica arvensis ,1,,,,,,138,,
28,Digitaria ischaemum,,,,,,,,,
28,Setaria glauca,2,,,,,228,252,242- cover 50%,
28,Setaria viridis,,,,,,,,,
28,Conyza canadensis,40,,,192,,206,222,,
28,Oenothera biennis,,1,,,,222,,255- can't find it,
28,,,,,,,,,,
29,Achillea millefolium,12,,124,138,144,165,,,
29,Asclepias syriaca ,5,,144,,165,,,,
29,Berteroa incana,7,,153,158,,165,267,"242- 2% cover, fl/dry",
29,Capsella bursa-pastoris ,3,,,117,117,117,153,,
29,Cerastium fontanum ,,,,,,,,,
29,Dactylis glomerata ,,,<144,144,,,,,
29,Draba verna ,2,,,101,,110,144,,
29,Elymus repens ,,,,,,,,,
29,Erigeron annuus ,1,,,153,,175,,can't find it 263,
29,Festuca spp. ,2,,,153,,,175,,
29,Oxalis stricta ,1,,,131,,,270,buds/fl 242,
29,Phleum pratense ,,,,,,,,,
29,Plantago lanceolata ,2,,131,131,144,,157,,
29,Poa trivialis,5,,124,,,,165,,
29,Potentilla argentea ,1,,,,153,,,,
29,Rumex crispus ,,,,,,,,,
29,Silene alba ,2,,124,131,144,153,311,"still fl/dry 306,  dry fl 311, fl-318, dry fl 332",
29,Tanacetum vulgare ,,,,,,,,,
29,Taraxacum officinale ,1,,110,117,,124,,,
29,Trifolium pratense ,,,,,,,,,
29,Trifolium repens ,,,,,,,,,
29,Veronica arvensis ,2,,,124,,,138,,
29,Setaria glauca,70,,,,236,,252,,
29,Conyza canadensis,20,,175,187,192,200,206,,
29,Digitaria ischaemum,5,,,,236,,,,
29,Cardamine hirsuta,1,,,,,124,,242- can't find,
29,Oenothera biennis,,1,,242,252,255,270,"fl/dry 284, still fl/dry 290, dry fl 306",
29,,,,,,,,,,
30,Achillea millefolium,,,131,153,158,175,<213,,
30,Asclepias syriaca ,3,,158,,,,,,
30,Berteroa incana,7,,153,,158,175,242,"fl/dry 263, still flowering 339, dry fl 346",
30,Capsella bursa-pastoris ,1,,,,,124,144,,
30,Cerastium fontanum ,,,,,,,,,
30,Dactylis glomerata ,,,,,,,,,
30,Draba verna ,,,,,,,,,
30,Elymus repens ,,,,,,,,,
30,Erigeron annuus ,3,,,153,165,175,325,"222- new fl, ~6 plants, gone 306, fl/dry 318",
30,Festuca spp. ,,,,,,,,,
30,Oxalis stricta ,,,<144,144,,,,,
30,Phleum pratense ,,,,,,,,,
30,Plantago lanceolata ,20,,124,138,144,153,175,,
30,Poa trivialis,5,,,,153,,165,,
30,Potentilla argentea ,,,<144,144,,,<222,bud/fl 200,
30,Rumex crispus ,,,,,,,,,
30,Silene alba ,1,,124,144,,153,,255- fl/dry. 263- dry fl,
30,Tanacetum vulgare ,5,,175,187,200,206,222,"buds/fl- 263, fl 270, fl/dry 284, buds/fl 290, open fl 306, fl/dry 311, dry fl 325",
30,Taraxacum officinale ,,,,,,,,,
30,Trifolium pratense ,,,,,,,,,
30,Trifolium repens ,,,,,,,,,
30,Veronica arvensis ,5,,,110,,158,,,
30,Conyza canadensis,20,,187,192,,200,213,,
30,Polygonum,,,,,,,,,
30,Chicorium intybus,,,,,,,,,
30,Digitaria ischaemum,,,,,,,,,
30,Setaria glauca,,,,,236,242,252,,
30,,,,,,,,,,
30,,,,,,,,,,
30,,,,,,,,,,
31,Achillea millefolium,,,,,,,,,
31,Asclepias syriaca ,,,,,,,,,
31,Berteroa incana,,,,,,,,,
31,Capsella bursa-pastoris ,,,,,,,,,
31,Cerastium fontanum ,1,,,131,144,153,,,
31,Dactylis glomerata ,1,,,158,,,,,
31,Draba verna ,4,,,<117,,117,138,,
31,Elymus repens ,,,,,,,,,
31,Erigeron annuus ,,1,,158,175,206,255,,
31,Festuca spp. ,,,,,,,,,
31,Oxalis stricta ,,,,,,,,,
31,Phleum pratense ,,,,,,,,,
31,Plantago lanceolata ,4,,,,,165,175,,
31,Poa trivialis,20,,131,,,153,,,
31,Potentilla argentea ,,,,,,,,,
31,Rumex crispus ,5,,138,,,,153,,
31,Silene alba ,7,,131,138,144,153,180,,
31,Tanacetum vulgare ,10,,187,200,,213,222,"buds 252, buds/fl 270, dry fl 284",
31,Taraxacum officinale ,2,,,117,124,138,144,,
31,Trifolium pratense ,,,,,,,,,
31,Trifolium repens ,1,,,,,,,,
31,Veronica arvensis ,3,,,117,,,,,
31,Conyza canadensis,10,,200,206,,213,222,,
31,Setaria glauca,50,,,,228,,242,,
31,Linneria vulgaris,10,,200,222,228,242,267,"255- open fl, 284- fl/dry, still fl/dry 306, dry fl 311, buds/fl 318",
31,,,,,,,,,,
31,,,,,,,,,,
31,,,,,,,,,,
32,Achillea millefolium,,3,138,153,158,175,200,,
32,Asclepias syriaca ,5,,,,175,180,187,pods forming 192,
32,Berteroa incana,,,,,,,,,
32,Capsella bursa-pastoris ,1,,,,,124,153,,
32,Cerastium fontanum ,3,,<144,144153,,,,,
32,Dactylis glomerata ,,,,,,,,,
32,Draba verna ,6,,,101,,110,138,,
32,Elymus repens ,,,,,,,,,
32,Erigeron annuus ,,1,158,,165,175,,"still fl/dry 270, ?cut on 283",
32,Festuca spp. ,,,,,,,,,
32,Oxalis stricta ,1,,,,158,,,,
32,Phleum pratense ,,,,,,,,,
32,Plantago lanceolata ,,,,,,,175,,
32,Poa trivialis,10,,131,,153,,,,
32,Potentilla argentea ,,2,,,153,,,,
32,Rumex crispus ,,2,144,,,153,165,,
32,Silene alba ,6,,131,131,,153,175,"fl-236, no flowers 290.",
32,Tanacetum vulgare ,40,,187,200,206,213,236,"fl- 252, fl/dry 263, dry fl 284",
32,Taraxacum officinale ,,,,117,131,<144,144,,
32,Trifolium pratense ,,,,,,,,,
32,Trifolium repens ,,,,,,,,,
32,Veronica arvensis ,5,,,124,,158,,,
32,Arabis glabra,,1,144,,,153,,,
32,Setaria glauca,,,,,,,<222,,
32,Conyza canadensis,15,,,,,213,<242,,
32,,,,,,,,,,
32,,,,,,,,,,
32,,,,,,,,,,
33,Achillea millefolium,3,,124,153,158,,,,
33,Asclepias syriaca ,,,,,,,,,
33,Berteroa incana,20,,153,158,,165,242,,
33,Capsella bursa-pastoris ,5,,,,131,131,<<206,,
33,Cerastium fontanum ,2,,<144,144,158,,,,
33,Dactylis glomerata ,,,,,,,,,
33,Draba verna ,10,,,96,,110,138,,
33,Elymus repens ,,,,,,,,,
33,Erigeron annuus ,,,,,,,,,
33,Festuca spp. ,4,,,158,,,,,
33,Oxalis stricta ,,,,,,,,,
33,Phleum pratense ,,,,,,,,,
33,Plantago lanceolata ,,,,,,,,,
33,Poa trivialis,10,,131,,153,158,175,,
33,Potentilla argentea ,,,,,,,,,
33,Rumex crispus ,,,,,,,,,
33,Silene alba ,2,,,153,158,165,175,"buds/fl 290, dry fl 306",
33,Tanacetum vulgare ,5,,,,,,,,
33,Taraxacum officinale ,5,,,117,124,131,144,,
33,Trifolium pratense ,,,,,,,,,
33,Trifolium repens ,,,,,,,,,
33,Veronica arvensis ,5,,,,,,153,,
33,Setaria glauca,5,,,,,236,242,,
33,Conyza canadensis,10,,187,200,,206,213,,
33,Oenothera biennis,1,,,236,242,242,255,,
33,Lepidium virginicum,,,,,,,242,,
34,Achillea millefolium,,,,,,,,,
34,Asclepias syriaca ,,,,,,,,,
34,Berteroa incana,50,,,153,,165,242,"still flowering 252, fl/dry 263, dry fl 270",
34,Capsella bursa-pastoris ,,,,,,,,,
34,Cerastium fontanum ,,,,,,,,,
34,Dactylis glomerata ,,,,175,,,,,
34,Draba verna ,3,,,96,,110,,,
34,Elymus repens ,,,,,,,,,
34,Erigeron annuus ,,,,,,,,,
34,Festuca spp. ,,,,,,,,,
34,Oxalis stricta ,1,,,242,,255,,,
34,Phleum pratense ,,,,,,,,,
34,Plantago lanceolata ,2,,,,,158,,"242- new buds, 255- buds/fl",
34,Poa trivialis,5,,131,,153,,,,
34,Potentilla argentea ,,,,,,,,,
34,Rumex crispus ,,,,,,,,,
34,Silene alba ,3,,,153,,165,306,,
34,Tanacetum vulgare ,,,,,,,,,
34,Taraxacum officinale ,,,,,,,,,
34,Trifolium pratense ,,,,,,,,,
34,Trifolium repens ,,,,,,,,,
34,Veronica arvensis ,4,,,124,,,158,,
34,Conyza canadensis,15,,180,192,,200,206,,
34,Lepidium virginicum,,,,,,,,,
34,Oenothera biennis,1,,,242,,255,270,,
34,Setaria glauca,1,,236,242,,,,,
34,Digitaria ischaemum,,25,,,255,,263,,
35,Achillea millefolium,,,,,,,,,
35,Asclepias syriaca ,,,,,,,,,
35,Berteroa incana,5,,153,158,,165,242,"fl/dry 263, stil fl/dry 339, dry fl 346",
35,Capsella bursa-pastoris ,,2,,,,153,,,
35,Cerastium fontanum ,1,,,124,131,153,,,
35,Dactylis glomerata ,,,,,,,,,
35,Draba verna ,3,,,96,,110,131,,
35,Elymus repens ,5,,153,158,165,175,,,
35,Erigeron annuus ,,,,,,,,,
35,Festuca spp. ,3,,138,,153,,,,
35,Oxalis stricta ,4,,138,144,,,153,"buds/fl 228, dry fl 255",
35,Phleum pratense ,,,,,,,,,
35,Plantago lanceolata ,1,,<144,144,153,,,"242- new buds, 255- buds/fl, 284- fl/dry, gone <311",
35,Poa trivialis,5,,138,144,,,,,
35,Potentilla argentea ,,,,,,,,,
35,Rumex crispus ,,,,,,,,,
35,Silene alba ,,,,,,,,,
35,Tanacetum vulgare ,1,,,,,,,,
35,Taraxacum officinale ,,,,,,,,,
35,Trifolium pratense ,,,,,,,,,
35,Trifolium repens ,,,,,,,,,
35,Veronica arvensis ,16,,,110,,,165,,
35,Conyza canadensis,7,,180,,192,200,,open fl 252,
35,Setaria glauca,5,,,,,200,206,"open fl 228, dry fl 236",
35,Lepidium virginicum,,1,,,,,,,
35,Chenopodium album,,1,,252,,,270,270- not sure what it looks like when done flowering,
35,Oenothera biennis,,1,,236,,242,255,"fl/dry 290, dry 306",
35,Amaranthus retroflexus,,1,263,270,,,290,Redroot pigweed,
35,Galinsoga ciliata,,1,,,263,270,276,,
35,,,,,,,,,,
36,Achillea millefolium,,,,,,,,,
36,Asclepias syriaca ,,,,,,,,,
36,Berteroa incana,5,,144,153,,165,213,"fl-236, dry fl 242, fl 252, still fl/dry 361, still fl/dry 3 Jan 2012, still fl/dry 9 Jan 2012, DONE flowering 17 Jan 2012!",
36,Capsella bursa-pastoris ,1,,,117,,124,144,,
36,Cerastium fontanum ,,,,131,,,,,
36,Dactylis glomerata ,,,,,,,,,
36,Draba verna ,1,,,101,,110,124,,
36,Elymus repens ,5,,153,158,,187,,,
36,Erigeron annuus ,,1,,153,158,284,<341,still fl/dry 318,
36,Festuca spp. ,,,,,,,,,
36,Oxalis stricta ,4,,,117,124,,153,"fl/dry 252, fl/dry 318, dry <341",
36,Phleum pratense ,,,,,,,,,
36,Plantago lanceolata ,3,,<138,138,,153,,,
36,Poa trivialis,,,,,,,,,
36,Potentilla argentea ,3,,124,153,158,,,,
36,Rumex crispus ,,,,,,,,,
36,Silene alba ,,,,,,,,,
36,Tanacetum vulgare ,,,,,,,,,
36,Taraxacum officinale ,,,,,,,,,
36,Trifolium pratense ,,,,,,,,,
36,Trifolium repens ,,,,,,,,,
36,Veronica arvensis ,30,,,110,,,138,,
36,Conyza canadensis,15,,187,192,,200,213,"buds 228, fl/dry 255, dry fl <306",
36,Setaria viridis,,,,252,,,270,,
36,Digitaria ischaemum,2,,252,,270,,,,
36,Lepidium virginicum,1,1,,,,318,,,
36,Portulaca oleracea,20,,255,,,,,purslane. Mostly munched 270.  Cut in biomass harvest.,
36,Amaranthus retroflexus,,1,,255,270,,276,,
C1,Achillea millefolium,,,,,,,,,
C1,Asclepias syriaca ,,3,,,,,,,
C1,Berteroa incana,,,,,,,,,
C1,Capsella bursa-pastoris ,,,,,,,,,
C1,Cerastium fontanum ,,,,,,,,,
C1,Dactylis glomerata ,3,,131,153,158,,175,,
C1,Draba verna ,,,,,,,,,
C1,Elymus repens ,,,,,,,,,
C1,Erigeron annuus ,5,,,153,165,175,306,"new fl/dry 255, almost done 306",
C1,Festuca spp. ,,,,,,,,,
C1,Oxalis stricta ,,,,,,,,,
C1,Phleum pratense ,,,,,,,,,
C1,Plantago lanceolata ,40,,124,138,153,158,175,"fl/dry 200, dry fl 213, dry 228",
C1,Poa trivialis,3,,144,153,,,,,
C1,Potentilla argentea ,,,,,,,,,
C1,Rumex crispus ,,1,,153,,,165,,
C1,Silene alba ,,3,,,153,158,175,"fl 200, no fl 228, fl/dry 255, dry fl 306",
C1,Tanacetum vulgare ,5,,236,,,252,290,,
C1,Taraxacum officinale ,,,,124,,,,,
C1,Trifolium pratense ,,,,,,,,,
C1,Trifolium repens ,,,,,,,,,
C1,Veronica arvensis ,2,,,124,,,138,,
C1,Oenothera biennis,2,,222,228,,252,306,still flowering 290,
C1,Conyza canadensis,5,,,228,,235,252,,
C1,Lepidium virginicum,,,,,,,,,
C1,Setaria glauca,,1,,,228,,,,
C1,Setaria viridis,,,,,,252,,,
C1,,,,,,,,,,
C2,Achillea millefolium,,,138,,,,,,
C2,Asclepias syriaca ,,,,,,,,,
C2,Berteroa incana,,,,,,,,,
C2,Capsella bursa-pastoris ,,,,,,,,,
C2,Cerastium fontanum ,,2,138,153,,,,,
C2,Dactylis glomerata ,10,,124,158,,,,,
C2,Draba verna ,,,,<124,,124,138,,
C2,Elymus repens ,,,,,,,,,
C2,Erigeron annuus ,10,,153,158,165,192,306,"fl/dry 235, still flowering 290",
C2,Festuca spp. ,,,,,,,,,
C2,Oxalis stricta ,,,,,,,,,
C2,Phleum pratense ,,,,,,,,,
C2,Plantago lanceolata ,25,,131,144,153,158,213,,
C2,Poa trivialis,3,,131,,,,180,,
C2,Potentilla argentea ,,,,,,,,,
C2,Rumex crispus ,,,,,,,,,
C2,Silene alba ,4,,<144,144,153,165,187,"fl 236, dry fl 255",
C2,Tanacetum vulgare ,25,,192,206,213,228,252,"new fl/buds 242, buds/fl 252, fl/dry 263, dry fl 284, fl/dry 290, dry fl 306",
C2,Taraxacum officinale ,,,,138,,,,,
C2,Trifolium pratense ,,,,,,,,,
C2,Trifolium repens ,,,,,,,,,
C2,Veronica arvensis ,5,,124,,,,153,,
C2,Oenothera biennis,,2,,,,242,306,255 can't find,
C2,Conyza canadensis,,3,,213,,222,242,,
C2,Digitaria ischaemum,,,,,255,,,,
C2,,,,,,,,,,
C2,,,,,,,,,,
C3,Achillea millefolium,3,,124,153,158,,,,
C3,Asclepias syriaca ,,,,,,,,,
C3,Berteroa incana,,,,,,,,,
C3,Capsella bursa-pastoris ,,,,,,,,,
C3,Cerastium fontanum ,,2,,153,,158,,,
C3,Dactylis glomerata ,5,,,153,158,,,,
C3,Draba verna ,25,,,101,,110,138,,
C3,Elymus repens ,,,,,,,,,
C3,Erigeron annuus ,,1,,187,,200,311,still flowering 290,
C3,Festuca spp. ,,,,,,,,,
C3,Oxalis stricta ,,,,,,,,,
C3,Phleum pratense ,,,,,,,,,
C3,Plantago lanceolata ,40,,144,,158,165,175,"fl/dry 200, dry fl 228",
C3,Poa trivialis,10,,,153,,,180,,
C3,Potentilla argentea ,,,,,,,,,
C3,Rumex crispus ,,1,144,,,153,165,,
C3,Silene alba ,,5,,153,158,165,175,fl- 200,
C3,Tanacetum vulgare ,25,,187,206,213,228,242,"fl/dry 290, gone 311",
C3,Taraxacum officinale ,1,,,,124,144,,,
C3,Trifolium pratense ,,,,,,,,,
C3,Trifolium repens ,,,,,,,,,
C3,Veronica arvensis ,5,,,124,,,,,
C3,Oenothera biennis,,1,,,,263,311,still flowering 290,
C3,Conyza canadensis,5,,,200,206,213,242,dry flowers <242,
C3,Setaria glauca,1,,,,,,252,,
C3,,,,,,,,,,
C3,,,,,,,,,,
,,,,,,,,,,
Key to variables:,,,,,,,,,,
% cover,,% of plot area covered by species (to nearest 5%),,,,,,,,
# of plants,,counted or estimated (if plant < 30 individuals),,,,,,,,
floral buds,,floral buds discernable (no flowers),,,,,,,,
buds and flowers,,floral buds and open flowers (10% to < 50% flowers),,,,,,,,
open flowers,,over 50% of organs carry open flowers,,,,,,,,
flowers and dry flowers,,open flowers and dry flowers (10 to < 50% dry flowers),,,,,,,,
dry flowers,,a majority of dry flowers and shedding of floral elements,,,,,,,,
,,,,,,,,,,
"*** for tiny flowers (e.g., V. arvensis and D. verna) just note FIRST date of any visible flower (under ""buds and flowers"")",,,,,,,,,,
,"and FIRST date whe NO FLOWER is visible any longer (under ""dry flowers"")",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Key to species names,,,,,,,,,,
Achillea millefolium,,common yarrow ***,,,,,,,,
Asclepias syriaca ,,common milkweed,,,,,,,,
Berteroa incana,,hoary alyssum,,,,,,,,
Capsella bursa-pastoris ,,shepherd's-purse,,,,,,,,
Cerastium fontanum ,,mouse-eared chickweed ***,,,,,,,,
Dactylis glomerata ,,orchard grass,,,,,,,,
Draba verna ,,spring Whitlowgrass ***,,,,,,,,
Elymus repens ,,quackgrass ***,,,,,,,,
Erigeron annuus ,,eastern daisy fleabane,,,,,,,,
Festuca spp. ,,Fescue,,,,,,,,
Lepidium ruderale,,stinking pepperweed,,,,,,,,
Oxalis stricta ,,yellow woodsorrel ***,,,,,,,,
Phleum pratense ,,timothy *** ,,,,,,,,
Plantago lanceolata ,,narrowleaf plantain ***,,,,,,,,
Poa trivialis,,rough bluegrass ***,,,,,,,,
Potentilla argentea ,,silver cinquefoil,,,,,,,,
Rumex crispus ,,curly dock ***,,,,,,,,
Silene alba ,,white campion ***,,,,,,,,
Tanacetum vulgare ,,common tansy ***,,,,,,,,
