"site","plot","species","event","temptype","tbase","gdd.est","gdd.est.se","modaic","X","temptreat","preciptreat"
"clarkduke","G04","Ulmus.sp","lod","soilgdd","10","106262.501","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","2","1931.998","67.964","9575.207",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","8","172.125","31.437","1863.865",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","4","1821.292","69.979","9611.608",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","6","1336.184","69.449","1521.07",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","8","729.768","59.678","1486.195",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","8","388.364","32.677","778.568",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","soilgdd","6","1009.953","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","8","130.5","38.044","1525.351",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","2","580.735","80.227","1720.836",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","0","2080.017","288.868","894.659",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","2","1561.417","94.765","8392.582",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","soilgdd","2","601.465","57.265","2044.976",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","8","0","102.216","225.18",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","0","780.073","133.09","1510.243",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","8","131.76","28.122","242.348",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","4","968.79","22.833","51072.768",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","8","74.179","19.736","151.585",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","10","134456.464","19755.788","2679.434",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","8","127.403","27.725","20430.969",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","4","1379.266","267.52","885.139",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","6","871.947","41.609","812.883",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","8","34.84","24.889","1414.188",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","6","1165.3","61.552","9451.73",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","6","26.114","194.636","248.366",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","8","681.831","231.731","867.331",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","4","1167.23","113.177","7991.522",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","airgdd","6","148.87","26.77","3520.962",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","4","932.89","41.81","813.568",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","2","1763.448","269.204","885.917",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","0","861.644","67.262","2093.568",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","8","708.052","72.431","8095.858",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","0","759.827","50.63","22447.132",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","2","733.425","293.104","548.711",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","4","211.632","36.623","3705.234",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","6","110.116","31.243","20830.838",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","4","414.371","49.209","268.086",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","2","1978.941","228.55","1698.356",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","2","430.483","69.847","332.109",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","2","523.074","66.116","5172.845",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","10","28126.97","8767.37","2448.303",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","4","408.576","40.948","21736.518",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","8","143.479","36.546","4736.512",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","0","588.251","50.088","3889.334",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","6","1047.463","188.735","1656.246",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","10","28689.382","4916.984","8344.298",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","8","1007.23","181.979","1648.226",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","4","300.289","38.069","21492.427",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","6","60.679","33.868","294.471",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","4","204.708","34.691","167.378",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","4","1677.023","74.719","1537.894",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","2","484.343","68.081","330.778",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","6","219.338","40.373","258.982",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","0","1667.337","91.605","8355.142",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","8","144.872","188.269","516.84",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","6","55.836","24.54","3469.81",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","8","84.298","52.727","1302.843",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","0","846.255","130.656","1506.11",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","soilgdd","10","33191.954","3732.737","3306.493",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","10","81354.537","2356.735","1386.097",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","0","617.819","46.287","175.453",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","0","1591.424","26.018","51996.305",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","6","907.643","22.367","50927.024",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","4","483.445","54.393","2029.438",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","2","1773.225","213.893","1683.775",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","4","504.593","106.707","1460.754",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","0","680.515","86.694","1741.147",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","6","266.647","234.334","532.599",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","2","683.098","118.382","1484.011",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","0","633.58","79.612","338.914",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","10","24507.951","5227.214","2815.151",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","airgdd","10","21075.624","2928.203","6281.532",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","6","731.558","74.786","8131.191",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","10","34434.028","24427.262","867.162",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","4","1524.805","64.607","9512.092",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","8","454.029","66.439","8000.532",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","4","952.442","104.875","7910.611",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","2","373.295","320.67","266.34",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","0","699.723","75.889","5274.315",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","2","414.314","44.566","174.392",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","0","2088.729","229.253","1699.032",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","10","24620.396","3351.492","462.256",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","0","2317.413","83.681","1563.948",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","10","128361.424","6790.892","2575.102",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","2","1264.96","39.114","804.101",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","2","1940.315","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","10","94128.764","2316.938","83744.019",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","0","2089.387","78.616","1549.586",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","10","20651.173","3210.937","6335.731",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","10","36721.049","25390.167","869.945",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","4","1637.158","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","10","87714.25","2179.554","83311.737",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","6","648.665","34.698","787.09",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","10","34763.24","3728.213","3306.126",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","2","1480.48","26.864","52222.643",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","soilgdd","0","794.89","63.351","2075.477",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","2","1439.815","47.313","831.126",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","0","1015.502","367.671","565.03",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","8","284.021","224.604","529.545",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","10","128024.88","26131.423","1453.27",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","2","546.729","61.179","278.102",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","8","622.885","86.403","7704.856",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","8","1056.273","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","2","1953.435","337.21","913.847",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","4","421.915","60.565","5108.296",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","6","316.456","91.91","1427.315",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","4","503.545","270.674","542.979",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","4","314.343","55.25","319.919",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","10","94885.779","10777.393","12830.263",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","airgdd","8","71.961","17.347","3265.852",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","2","1309.487","23.981","51419.703",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","10","118727.959","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","8","8.94","15.567","144.941",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","10","25889.707","3646.333","36766.282",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","soilgdd","6","1023.697","253.932","878.675",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","10","24621.612","4198.71","472.623",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","10","136105.436","30474.929","1472.337",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","4","399.342","69.212","1682.143",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","0","1838.697","100.655","8459.152",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","2","594.69","45.799","22111.388",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","2","426.421","43.346","3804.326",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","10","21287.719","4787.815","551.941",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","0","2226.925","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","10","139398.723","6937.199","2580.005",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","4","319.17","56.289","5054.41",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","6","188.851","89.423","1421.171",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","2","1461.837","121.627","8067.993",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","8","1138.019","59.154","9402.207",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","2","605.164","118.91","1485.008",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","0","2285.628","243.501","1712.297",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","soilgdd","4","395.284","108.099","1463.656",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","8","27.431","165.623","242.555",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","2","832.344","336.89","558.735",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","4","1259.571","89.205","8325.824",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","0","703.041","48.596","22309.851",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","6","414.024","268.694","542.45",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","2","1768.074","73.256","1533.346",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","10","87677.798","2860.851","1413.622",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","0","521.546","351.618","269.657",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","10","143886.312","20699.261","2689.698",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","8","1040.362","62.711","1497.599",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","10","104071.526","8339.043","13335.524",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","8","192.62","64.582","1348.273",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","4","1653.964","215.363","1685.281",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","0","592.98","81.837","340.348",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","8","81.408","30.464","288.962",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","6","152.191","34.596","167.301",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","2","1309.183","110.373","7964.878",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","4","1395.715","70.013","1522.931",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","airgdd","2","2007.526","78.618","1549.592",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","6","256.065","49.862","4965.188",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","10","19889.557","19204.532","413.67",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","2","682.005","61.233","2065.208",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","8","814.616","56.065","9335.396",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","8","417.512","17.222","49078.58",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","0","576.396","54.055","179.797",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","10","20951.376","5075.04","554.97",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","6","78.314","235.082","255.163",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","6","1459.487","65.223","9523.916",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","0","513.383","292.588","263.041",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","soilgdd","6","691.005","20.018","50142.307",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","4","1153.484","46.182","827.689",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","0","2273.598","72.577","9657.025",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","soilgdd","2","1663.758","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","8","960.808","270.991","886.738",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","0","1702.917","49.304","836.978",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","10","20743.956","4026.181","300.493",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","0","754.241","79.768","5310.998",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","4","112.312","253.761","257.915",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","4","1403.163","200.191","1669.21",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","0","748.509","63.095","279.52",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","2","524.394","43.405","21931.654",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","airgdd","2","590.803","55.678","273.768",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","8","60.503","29.32","4574.374",40,"sham",NA
"clarkduke","G04","Pinus.strobus","lod","soilgdd","6","1049.709","64.932","1505.604",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","4","1021.863","82.009","8232.98",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","0","2263.141","353.078","919.549",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","2","1378.111","85.362","8277.212",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","8","44.7","38.864","257.23",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","4","1625.003","319.297","907.078",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","6","227.097","53.178","1613.098",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","6","887.181","100.1","7861.131",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","2","505.83","77.216","1710.815",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","6","54.124","27.835","161.213",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","soilgdd","4","359.207","53.444","2024.119",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","2","470.105","38.675","170.422",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","10","25507.741","4959.598","2801.382",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","soilgdd","10","96616.051","7800.462","13261.814",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","soilgdd","8","67.033","25.992","1806.426",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","airgdd","4","631.549","308.379","552.369",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","8","651.772","19.78","50057.815",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","4","314.547","52.506","271.069",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","soilgdd","10","20237.723","4647.903","304.514",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","airgdd","0","1736.069","129.87","8137.63",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","6","157.82","44.66","4884.08",40,"sham",NA
"clarkduke","G04","Pinus.sp","lod","airgdd","6","1265.799","308.003","902.613",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","soilgdd","8","12.398","11.727","3035.612",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","soilgdd","8","740.92","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","6","229.411","35.347","21244.025",40,"sham",NA
"clarkduke","G04","Liquidambar.styraciflua","bbd","airgdd","6","297.26","44.663","1969.913",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","0","1595.618","118.809","8043.098",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","soilgdd","4","1358.179","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","4","1190.693","24.995","51712.622",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","8","406.17","79.281","7613.499",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","airgdd","2","473.961","41.077","3772.719",40,"sham",NA
"clarkduke","G04","Quercus.falcata","bbd","airgdd","4","302.192","34.586","167.293",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","airgdd","6","1301.398","199.645","1668.609",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","4","214.134","55.376","320.037",40,"sham",NA
"clarkduke","G04","Quercus.rubra","bbd","airgdd","10","29357.073","7755.847","2420.843",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","airgdd","2","592.34","70.205","5217.013",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","soilgdd","0","1540.79","41.177","811.4",40,"sham",NA
"clarkduke","G04","Pinus.palustris","lod","soilgdd","8","721.315","171.567","1635.264",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","airgdd","0","741.713","90.641","1752.814",40,"sham",NA
"clarkduke","G04","Quercus.phellos","bbd","soilgdd","0","928.334","326.934","556.576",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","soilgdd","8","34.322","22.565","19741.459",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","2","2174.87","73.657","9675.44",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","6","687.776","93.57","7789.484",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","soilgdd","10","150617.846","6417.414","15241.754",40,"sham",NA
"clarkduke","G04","Acer.rubrum","lod","airgdd","0","1749.798","28.764","52705.796",40,"sham",NA
"clarkduke","G04","Acer.barbatum","bbd","airgdd","4","304.748","33.91","3659.965",40,"sham",NA
"clarkduke","G04","Liriodendron.tulipifera","bbd","soilgdd","10","27377.668","4992.063","8355.451",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","0","711.297","70.151","284.396",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","airgdd","6","1319.14","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","soilgdd","8","14.9","21.396","270.588",40,"sham",NA
"clarkduke","G04","Prunus.serotina","bbd","airgdd","6","159.359","46.861","311.356",40,"sham",NA
"clarkduke","G04","Nyssa.sylvatica","lod","soilgdd","10","89509.398","10213.311","12773.171",40,"sham",NA
"clarkduke","G04","Ulmus.sp","lod","soilgdd","0","1967.007","NaN","-Inf",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","0","2506.506","78.127","9748.847",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","2","349.713","254.139","257.969",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","6","102.852","47.824","1585.293",40,"sham",NA
"clarkduke","G04","Quercus.alba","bbd","airgdd","10","26972.666","3478.127","36608.163",40,"sham",NA
"clarkduke","G04","Fraxinus.americana","lod","airgdd","6","966.451","80.611","8213.985",40,"sham",NA
"clarkduke","G04","Oxydendrum.arboreum","bbd","soilgdd","6","110.978","45.816","264.8",40,"sham",NA
"clarkduke","G04","Acer.saccharum","bbd","soilgdd","4","288.383","61.784","1652.397",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","soilgdd","10","19862.113","17691.917","410.716",40,"sham",NA
"clarkduke","G04","Betula.alleghaniensis","lod","airgdd","8","628.378","39.438","805.275",40,"sham",NA
"clarkduke","G04","Pinus.taeda","lod","airgdd","10","162309.411","6774.914","15309.301",40,"sham",NA
"clarkduke","G04","Quercus.nigra","bbd","airgdd","4","201.527","287.545","262.415",40,"sham",NA
"clarkduke","G05","Fraxinus.americana","lod","airgdd","8","1096.33","136.881","8095.858",41,"1",NA
"clarkduke","G05","Liquidambar.styraciflua","bbd","soilgdd","6","111.304","55.76","1955.544",41,"1",NA
"clarkduke","G05","Pinus.taeda","lod","airgdd","6","1608.416","59.799","9523.916",41,"1",NA
"clarkduke","G05","Fraxinus.americana","lod","soilgdd","0","2387.009","173.118","8355.142",41,"1",NA
"clarkduke","G05","Quercus.sp","lud","soilgdd","8","113.699","119.663","149.386",41,"1",NA
"clarkduke","G05","Acer.rubrum","lod","airgdd","2","1582.245","48.546","52222.643",41,"1",NA
"clarkduke","G05","Quercus.stellata","lud","airgdd","4","602.626","54.166","144.239",41,"1",NA
"clarkduke","G05","Acer.barbatum","bbd","airgdd","6","210.884","25.72","3520.962",41,"1",NA
"clarkduke","G05","Pinus.palustris","lod","airgdd","8","945.969","105.066","1648.226",41,"1",NA
"clarkduke","G05","Acer.barbatum","bbd","airgdd","0","607.853","46.004","3862.86",41,"1",NA
"clarkduke","G05","Pinus.taeda","lod","soilgdd","6","1451.102","56.433","9451.73",41,"1",NA
"clarkduke","G05","Magnolia.grandiflora","lud","soilgdd","6","524.974","63.07","4360.763",41,"1",NA
"clarkduke","G05","Quercus.sp","lud","airgdd","8","214.248","137.749","152.764",41,"1",NA
"clarkduke","G05","Quercus.falcata","bbd","soilgdd","2","661.828","70.465","174.392",41,"1",NA
"clarkduke","G05","Magnolia.grandiflora","lud","airgdd","4","832.131","75.047","4473.09",41,"1",NA
"clarkduke","G05","Pinus.sp","lod","soilgdd","4","1681.595","109.215","885.139",41,"1",NA
"clarkduke","G05","Nyssa.sylvatica","lod","airgdd","4","2180.881","438.332","7991.522",41,"1",NA
"clarkduke","G05","Acer.rubrum","lod","soilgdd","6","891.064","36.174","50142.307",41,"1",NA
"clarkduke","G05","Quercus.alba","bbd","airgdd","8","154.709","20.665","20430.969",41,"1",NA
"clarkduke","G05","Magnolia.grandiflora","lud","airgdd","6","619.838","64.904","4379.283",41,"1",NA
"clarkduke","G05","Quercus.falcata","bbd","soilgdd","8","32.116","24.614","144.941",41,"1",NA
"clarkduke","G05","Liquidambar.styraciflua","bbd","airgdd","0","582.277","88.066","2093.568",41,"1",NA
"clarkduke","G05","Acer.barbatum","bbd","soilgdd","0","627.973","48.123","3889.334",41,"1",NA
"clarkduke","G05","Quercus.alba","bbd","airgdd","4","500.936","30.521","21736.518",41,"1",NA
"clarkduke","G05","Quercus.falcata","bbd","airgdd","0","768.089","73.185","175.453",41,"1",NA
